slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,minVoltageV,minVoltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,14.6816,14.6816,0,0.0,4.0,0.0,0.702528642947,227.9087677,0.990907685653,18.409083333333335,0.0,0.0,0.0,0.675686994667,0.675686994667
2,13.2012,13.2012,0,0.0,4.0,0.0,0.702528642947,228.697494507,0.994336932638,18.409083333333335,0.0,0.0,0.0,0.60755497725,0.60755497725
3,13.2514666667,13.2514666667,0,0.0,6.0,0.0,0.70968462372,227.958816528,0.991125289254,18.229083333333335,0.0,0.0,0.0,0.603905225389,0.603905225389
4,11.2748,11.2748,0,0.0,6.0,0.0,0.70968462372,228.999954224,0.995651974885,18.229083333333335,0.0,0.0,0.0,0.513823171917,0.513823171917
5,13.3686,13.3686,0,0.0,6.0,0.0,0.70968462372,228.092132568,0.99170492421,17.919083333333333,0.0,0.0,0.0,0.598882643625,0.598882643625
6,15.2261333333,15.2261333333,0,0.0,6.0,0.0,0.70968462372,228.185379028,0.992110343601,17.919083333333333,0.0,0.0,0.0,0.682095880111,0.682095880111
7,18.6087333333,18.6087333333,0,0.0,9.0,0.0,0.755141948745,226.926116943,0.986635291058,18.089083333333335,0.0,0.0,0.0,0.841537319986,0.841537319986
8,21.1852,21.1852,0,0.0,11.0,0.0,0.776977529334,227.788757324,0.99038590141,18.089083333333335,0.0,0.0,0.0,0.958052120583,0.958052120583
9,15.4328666667,15.4328666667,0,0.0,13.0,0.0,0.798676993463,227.86227417,0.990705539869,20.329083333333337,0.0,0.0,0.0,0.784340081347,0.784340081347
10,15.5638,15.5638,0,0.0,15.0,0.0,0.820256304408,227.673294067,0.989883887249,20.329083333333337,0.0,0.0,0.0,0.790994467958,0.790994467958
11,17.1755333333,17.1755333333,0,0.0,17.0,0.0,0.831889046335,227.979476929,0.991215117081,20.804083333333335,0.0,0.0,0.0,0.893303066903,0.893303066903
12,16.308,16.308,0,0.0,17.0,0.0,0.831889046335,226.18019104,0.983392134957,20.804083333333335,0.0,0.0,0.0,0.8481824775,0.8481824775
13,17.3007333333,17.3007333333,0,0.0,20.0,0.0,0.845177451749,225.353805542,0.97979915453,21.364083333333333,0.0,0.0,0.0,0.924035771653,0.924035771653
14,19.4537333333,19.4537333333,0,0.0,24.0,0.0,0.849773443108,226.157958984,0.983295473845,21.364083333333333,0.0,0.0,0.0,1.03902795019,1.03902795019
15,18.7993333333,18.7993333333,0,0.0,29.0,0.0,0.847603673001,225.967605591,0.982467850395,24.489083333333333,0.0,0.0,0.0,1.15094610153,1.15094610153
16,22.1095333333,22.1095333333,0,0.0,31.0,0.0,0.845606360179,226.01524353,0.982674971871,24.489083333333333,0.0,0.0,0.0,1.35360551065,1.35360551065
17,24.6060666667,24.6060666667,0,0.0,31.0,0.0,0.845606360179,227.341156006,0.988439808721,25.729083333333335,0.0,0.0,0.0,1.58272884943,1.58272884943
18,31.8203333333,31.8203333333,0,0.0,35.0,0.0,0.84305783988,225.593185425,0.98083993663,25.729083333333335,0.0,0.0,0.0,2.04677002007,2.04677002007
19,30.7749333333,30.7749333333,0,0.0,36.0,0.0,0.844424681539,222.576370239,0.967723348866,25.99908333333333,0.0,0.0,0.0,2.00030014078,2.00030014078
20,30.869,30.869,0,0.0,41.0,0.0,0.84674765728,224.27645874,0.975115038001,25.99908333333333,0.0,0.0,0.0,2.00641425854,2.00641425854
21,30.1822666667,30.1822666667,0,0.0,43.0,0.0,0.847365665204,225.038986206,0.978430374809,24.22908333333333,0.0,0.0,0.0,1.82822163564,1.82822163564
