slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,energyCharged,batterySOC,voltageV,voltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,0.073,0.07299999999999998,0,0.0,0.0,0,0.0,21.8793105956,224.55763244628906,0.9763375323751698,18.521250000000002,0.0,0.0,0.0,0.003380128125,0.003380128125
2,0.073,0.07299999999999998,0,0.0,0.0,0,0.0,21.8793105956,226.98716735839844,0.9869007276452106,18.521250000000002,0.0,0.0,0.0,0.003380128125,0.003380128125
3,0.156333333333,0.15633333333333332,0,0.0,0.0,0,0.0,21.8793105956,225.5180206298828,0.9805131331734035,18.54625,0.0,0.0,0.0,0.00724849270833,0.00724849270833
4,0.242,0.24200000000000008,0,0.0,0.0,0,0.0,21.8793105956,227.82333374023438,0.990536233653193,18.54625,0.0,0.0,0.0,0.01122048125,0.01122048125
5,0.188,0.18800000000000003,0,0.0,0.0,0,0.0,21.8793105956,227.7199249267578,0.9900866301163384,19.69125,0.0,0.0,0.0,0.0092548875,0.0092548875
6,0.188,0.18800000000000003,0,0.0,0.0,0,0.0,21.8793105956,227.20751953125,0.9878587805706521,19.69125,0.0,0.0,0.0,0.0092548875,0.0092548875
7,0.188,0.18800000000000003,0,0.0,0.0,0,0.0,21.8793105956,229.64248657226562,0.9984455937924592,17.931250000000002,0.0,0.0,0.0,0.0084276875,0.0084276875
8,0.162,0.16199999999999995,0,0.0,0.0,0,0.0,21.8793105956,228.3796844482422,0.992955149774966,17.931250000000002,0.0,0.0,0.0,0.00726215625,0.00726215625
9,0.073,0.07299999999999998,0,0.0,0.0,0,0.0,21.8793105956,227.2034149169922,0.9878409344217052,19.11625,0.0,0.0,0.0,0.003488715625,0.003488715625
10,0.073,0.07299999999999998,0,0.0,0.0,0,0.0,21.8793105956,227.9335174560547,0.9910152932871943,19.11625,0.0,0.0,0.0,0.003488715625,0.003488715625
11,0.073,0.07299999999999998,0,0.0,0.0,0,0.0,21.8793105956,225.79324340820312,0.9817097539487092,19.181250000000002,0.0,0.0,0.0,0.003500578125,0.003500578125
12,0.122933333333,0.12293333333333331,0,0.0,0.0,0,0.0,21.8793105956,226.17640686035156,0.9833756820015286,19.181250000000002,0.0,0.0,0.0,0.0058950375,0.0058950375
13,0.151466666667,0.1514666666666666,0,0.0,0.0,0,0.0,21.8793105956,227.64866638183594,0.9897768103558084,21.021250000000002,0.0,0.0,0.0,0.00796004666667,0.00796004666667
14,0.073,0.07299999999999998,0,0.0,0.0,0,0.0,21.8793105956,227.32073974609375,0.9883510423743207,21.021250000000002,0.0,0.0,0.0,0.003836378125,0.003836378125
15,1.0986,1.0986000000000002,0,0.0,0.0,0,0.0,21.8793105956,228.4283447265625,0.9931667162024457,36.23125,0.0,0.0,0.0,0.099509128125,0.099509128125
16,2.00473333333,2.0047333333333337,0,0.0,0.0,0,0.0,21.8793105956,224.08872985839844,0.9742988254712975,36.23125,0.0,0.0,0.0,0.181584986458,0.181584986458
17,0.1158,0.11579999999999996,0,0.0,0.0,0,0.0,21.8793105956,225.39781188964844,0.9799904864767324,38.401250000000005,0.0,0.0,0.0,0.011117161875,0.011117161875
18,0.073,0.07299999999999998,0,0.0,0.0,0,0.0,21.8793105956,228.0542449951172,0.9915401956309443,38.401250000000005,0.0,0.0,0.0,0.007008228125,0.007008228125
19,0.073,0.07299999999999998,0,0.0,0.0,0,0.0,21.8793105956,228.56793212890625,0.9937736179517663,35.87125,0.0,0.0,0.0,0.006546503125,0.006546503125
20,0.633866666667,0.6338666666666666,0,0.0,0.0,0,0.0,21.8793105956,228.175537109375,0.9920675526494566,35.87125,0.0,0.0,0.0,0.0568439741667,0.0568439741667
