id,inhabitants,withEV,chCostTotal,regRevTotal,netChCostTotal,resCostTotal,totalCostTotal,netDemandTotal,evDemandTotal,resDemandTotal,pvGenTotal,minVoltageV,minVoltagePU
1,5,1.0,0.205261094081,0.0,0.205261094081,3.63754574617,3.84280684025,23.8199834072,4.75928340719,19.060699999999997,0,226.5398712158203,0.9849559618079144
2,2,1.0,0.580021113152,0.0,0.580021113152,1.33249146358,1.91251257674,14.7897436839,7.72459368385,7.065150000000003,0,225.64418029785156,0.9810616534689198
3,1,1.0,0.945632477576,0.0,0.945632477576,1.61857013342,2.56420261099,11.2597851039,3.46456843728,7.795216666666666,0,226.48365783691406,0.9847115558126699
4,2,1.0,0.434815309321,0.0,0.434815309321,2.52607363283,2.96088894215,17.0003364527,4.51780311939,12.482533333333338,0,223.2003936767578,0.9704364942467731
5,5,1.0,0.561114441005,0.0,0.561114441005,3.64031620292,4.20143064392,23.9406965917,4.95277992507,18.987916666666646,0,223.19126892089844,0.9703968213952106
6,1,1.0,0.6234982028,0.0,0.6234982028,1.10889490492,1.73239310772,18.8461891528,12.9779058194,5.868283333333335,0,225.6387481689453,0.9810380355171535
7,1,1.0,1.59769931535,0.0,1.59769931535,1.35892235583,2.95662167118,14.1196915957,6.8863582624,7.233333333333331,0,223.02052307128906,0.9696544481360394
8,1,1.0,0.841995814206,0.0,0.841995814206,1.65832491892,2.50032073312,11.911265692,2.54724902529,9.364016666666664,0,225.4043426513672,0.9800188810929008
9,2,1.0,0.316237620206,0.0,0.316237620206,1.3641262385,1.68036385871,12.6909306949,5.9603306949,6.730600000000002,0,222.15328979492188,0.9658838686735733
10,4,1.0,0.757292904903,0.0,0.757292904903,1.1878530385,1.9451459434,13.6542956377,7.30786230441,6.346433333333334,0,223.36996459960938,0.9711737591287364
11,1,1.0,0.905676880274,0.0,0.905676880274,0.657090180583,1.56276706086,7.64199821889,4.09214821889,3.5498500000000006,0,223.3678741455078,0.97116467019786
12,2,1.0,0.506406319151,0.0,0.506406319151,0.27758016,0.783986479151,6.53670575477,5.00070575477,1.5360000000000011,0,225.25750732421875,0.979380466627038
13,2,1.0,0.620642644157,0.0,0.620642644157,0.910162318667,1.53080496282,10.6351332434,5.67459991007,4.9605333333333315,0,222.49404907226562,0.967365430748981
14,2,1.0,0.692483009904,0.0,0.692483009904,1.31027711883,2.00276012874,9.867209084,2.78824241733,7.078966666666669,0,221.829833984375,0.9644775390625
15,4,1.0,0.349067314882,0.0,0.349067314882,4.17220113,4.52126844488,26.3606702511,4.64067025115,21.719999999999956,0,222.628173828125,0.9679485818614131
16,1,1.0,0.583927377792,0.0,0.583927377792,1.04921347358,1.63314085138,15.6497179075,9.85006790755,5.799650000000002,0,224.5530242919922,0.9763174969217051
17,1,1.0,1.2093256797,0.0,1.2093256797,1.283045863,2.4923715427,10.4361489185,3.86068225187,6.575466666666668,0,224.62857055664062,0.9766459589419157
18,2,1.0,0.477673291336,0.0,0.477673291336,1.116592549,1.59426584034,12.6573180957,6.85441809569,5.802899999999997,0,224.5944366455078,0.9764975506326427
19,1,1.0,0.838054876736,0.0,0.838054876736,0.930803420167,1.7688582969,14.1949816066,9.26921493991,4.92576666666667,0,224.63970947265625,0.9766943890115489
20,1,1.0,1.13722149657,0.0,1.13722149657,3.03236235942,4.16958385598,22.194709023,7.56205902298,14.632649999999998,0,220.532958984375,0.9588389521059782
21,1,1.0,0.985249481246,0.0,0.985249481246,1.64195339608,2.62720287733,16.8153214796,7.84317147961,8.972149999999985,0,221.2724151611328,0.9620539789614471
22,2,1.0,0.960340274473,0.0,0.960340274473,0.434798512167,1.39513878664,5.97172628216,3.59159294882,2.3801333333333363,0,220.6305389404297,0.9592632127844769
23,2,1.0,0.444280731407,0.0,0.444280731407,0.451722121,0.896002852407,8.11346369826,5.61486369826,2.498600000000002,0,221.17550659179688,0.9616326373556386
24,3,1.0,0.68511245741,0.0,0.68511245741,2.38373638633,3.06884884374,17.7265677985,5.82976779854,11.896800000000004,0,224.28074645996094,0.9751336802606997
25,1,1.0,0.711628399823,0.0,0.711628399823,2.57344018517,3.28506858499,21.0591215545,7.54085488784,13.51826666666666,0,218.98422241210938,0.9521053148352582
26,2,1.0,0.922842436014,0.0,0.922842436014,1.49373003383,2.41657246985,11.3861678707,3.46636787068,7.919799999999992,0,220.14303588867188,0.9571436342985734
27,1,1.0,0.422657979001,0.0,0.422657979001,1.48899616808,1.91165414708,9.10254815871,1.70536482538,7.397183333333338,0,224.1414031982422,0.9745278399923574
28,2,1.0,0.211695462598,0.0,0.211695462598,1.46163138117,1.67332684376,10.5235564648,2.50718979813,8.016366666666668,0,224.00363159179688,0.9739288330078125
29,2,1.0,0.304511688035,0.0,0.304511688035,0.49939033575,0.803902023785,7.58269543947,4.90141210613,2.681283333333333,0,219.52967834472656,0.9544768623683764
30,4,1.0,0.597472385452,0.0,0.597472385452,2.76106488267,3.35853726812,22.8250843197,8.96648431966,13.858600000000004,0,219.01235961914062,0.9522276505180027
31,1,1.0,1.09967038259,0.0,1.09967038259,4.50438712358,5.60405750617,26.8919386769,3.85878867694,23.03314999999999,0,219.52452087402344,0.9544544385827106
32,4,1.0,0.478833671846,0.0,0.478833671846,3.33684337608,3.81567704793,21.2066578398,3.3886745065,17.817983333333327,0,223.52435302734375,0.9718450131623642
33,1,1.0,0.419111742413,0.0,0.419111742413,2.22087018542,2.63998192783,13.0663871873,0.762470520586,12.303916666666668,0,223.83493041992188,0.9731953496518342
34,5,1.0,0.0945730310209,0.0,0.0945730310209,1.97135375025,2.06592678127,12.8322781874,2.66779485409,10.164483333333342,0,219.7764434814453,0.9555497542671535
35,2,1.0,0.333796370576,0.0,0.333796370576,1.75470755558,2.08850392616,12.3762887006,2.90377203397,9.472516666666667,0,220.29794311523438,0.9578171439792799
36,3,1.0,0.363714737327,0.0,0.363714737327,2.206339505,2.57005424233,16.2403062571,3.51513959039,12.725166666666665,0,219.57611083984375,0.9546787427819293
37,2,1.0,0.436435110033,0.0,0.436435110033,0.627556945917,1.06399205595,8.20105155317,4.6833348865,3.517716666666668,0,219.58084106445312,0.9546993089758832
38,2,1.0,0.58122994288,0.0,0.58122994288,0.560047459083,1.14127740196,9.06864389833,5.90519389833,3.1634499999999997,0,219.7480926513672,0.9554264897885529
39,2,1.0,0.720934849146,0.0,0.720934849146,3.07900681075,3.7999416599,21.891538605,5.55942193831,16.332116666666657,0,223.61032104492188,0.9722187871518342
40,2,1.0,0.690028697797,0.0,0.690028697797,2.645733433,3.3357621308,19.991741377,6.49644137702,13.495300000000023,0,219.86245727539062,0.9559237272843071
41,2,1.0,0.833171330297,0.0,0.833171330297,1.2613283265,2.0944996568,11.8070446165,4.79614461646,7.0109,0,219.16012573242188,0.9528701118800951
42,2,1.0,0.584547116732,0.0,0.584547116732,1.46178863083,2.04633574757,9.22127525806,1.29710859139,7.924166666666668,0,223.66937255859375,0.9724755328634511
43,3,1.0,0.161016574992,0.0,0.161016574992,4.81091601933,4.97193259433,29.153385068,5.95845173468,23.194933333333335,0,223.52212524414062,0.9718353271484375
44,1,1.0,0.741289803181,0.0,0.741289803181,1.67773290108,2.41902270426,20.8447115156,11.6557281822,9.188983333333347,0,219.9584197998047,0.9563409556513247
45,2,1.0,1.43349910431,0.0,1.43349910431,1.02761054233,2.46110964665,6.13848956162,0.676589561624,5.461900000000003,0,219.29115295410156,0.9534397954526155
46,3,1.0,0.0820601649816,0.0,0.0820601649816,2.84957652683,2.93163669181,16.5609039838,1.77530398379,14.785600000000004,0,220.04483032226562,0.956716653575068
47,1,1.0,0.215317743674,0.0,0.215317743674,1.0147440625,1.23006180617,10.7323011677,5.08513450104,5.64716666666666,0,223.4161834716797,0.9713747107464334
48,1,1.0,0.62003073971,0.0,0.62003073971,1.00538729567,1.62541803538,8.3057288775,3.04666221083,5.259066666666668,0,219.89776611328125,0.9560772439707881
49,2,1.0,0.37669024732,0.0,0.37669024732,0.27758016,0.65427040732,7.61477386037,6.07877386037,1.5360000000000011,0,219.80482482910156,0.9556731514308764
50,2,1.0,0.75304253185,0.0,0.75304253185,2.60592213875,3.3589646706,18.1526624623,3.68391246232,14.468749999999995,0,219.50399780273438,0.9543652078379755
51,2,1.0,0.457394169133,0.0,0.457394169133,0.857164319833,1.31455848897,9.69037230977,4.95980564311,4.730566666666668,0,219.81565856933594,0.9557202546492867
52,1,1.0,0.614112973507,0.0,0.614112973507,2.40107941083,3.01519238434,16.9213482519,4.43968158518,12.481666666666657,0,218.0334930419922,0.9479717088782269
53,4,1.0,0.551397293973,0.0,0.551397293973,2.96583045775,3.51722775172,22.5754159453,7.43343261194,15.141983333333329,0,219.49465942382812,0.954324606190557
54,1,1.0,0.921277515436,0.0,0.921277515436,1.22604548125,2.14732299669,10.2336089198,4.20185891978,6.031750000000007,0,219.78770446777344,0.9555987150772758
55,3,1.0,0.521437849953,0.0,0.521437849953,2.46386432292,2.98530217287,14.0364577749,1.6502077749,12.386250000000006,0,217.9945831298828,0.9478025353473166
