slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,minVoltageV,minVoltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,21.6458666667,21.6458666667,0,0.0,3.0,0.0,0.793138745353,225.529556274,0.98056328815,16.0785,0.0,0.0,0.0,0.870082668,0.870082668
2,24.3218666667,24.3218666667,0,0.0,3.0,0.0,0.793138745353,223.828643799,0.973168016517,16.0785,0.0,0.0,0.0,0.977647833,0.977647833
3,29.3066,29.3066,0,0.0,4.0,0.0,0.808888864568,225.991287231,0.98257081405,16.043499999999998,0.0,0.0,0.0,1.17545109275,1.17545109275
4,21.5606,21.5606,0,0.0,4.0,0.0,0.808888864568,225.965332031,0.982457965353,16.043499999999998,0.0,0.0,0.0,0.86476871525,0.86476871525
5,16.2736,16.2736,0,0.0,5.0,0.0,0.839069018388,227.822860718,0.990534177034,15.7735,0.0,0.0,0.0,0.641729074,0.641729074
6,19.0898,19.0898,0,0.0,6.0,0.0,0.85671844474,226.047729492,0.982816215183,15.7735,0.0,0.0,0.0,0.75278240075,0.75278240075
7,15.0772666667,15.0772666667,0,0.0,7.0,0.0,0.850799809238,227.132202148,0.987531313689,15.6985,0.0,0.0,0.0,0.591726176917,0.591726176917
8,20.625,20.625,0,0.0,7.0,0.0,0.850799809238,225.869979858,0.982043390689,15.6985,0.0,0.0,0.0,0.80945390625,0.80945390625
9,24.4817333333,24.4817333333,0,0.0,10.0,0.0,0.853738396545,225.160552979,0.978958925994,15.6135,0.0,0.0,0.0,0.9556138585,0.9556138585
10,20.8162,20.8162,0,0.0,12.0,0.0,0.838650769884,225.248153687,0.979339798637,15.6135,0.0,0.0,0.0,0.81253434675,0.81253434675
11,16.9192666667,16.9192666667,0,0.0,12.0,0.0,0.838650769884,227.365371704,0.988545094366,15.828500000000002,0.0,0.0,0.0,0.669516531083,0.669516531083
12,18.6734666667,18.6734666667,0,0.0,15.0,0.0,0.836164557415,227.667251587,0.989857615595,15.828500000000002,0.0,0.0,0.0,0.738932417833,0.738932417833
13,20.7108,20.7108,0,0.0,16.0,0.0,0.828445168631,226.782043457,0.986008884596,16.2935,0.0,0.0,0.0,0.8436285495,0.8436285495
14,22.3822666667,22.3822666667,0,0.0,21.0,0.0,0.841442168079,226.795898438,0.986069123641,16.2935,0.0,0.0,0.0,0.911713654833,0.911713654833
15,32.2704666667,32.2704666667,0,0.0,26.0,0.0,0.832648746302,224.989456177,0.978215026855,16.3885,0.0,0.0,0.0,1.32216135742,1.32216135742
16,36.6125333333,36.6125333333,0,0.0,28.0,0.0,0.836874254026,224.072570801,0.974228568699,16.3885,0.0,0.0,0.0,1.50006125633,1.50006125633
17,37.8006,37.8006,0,0.0,33.0,0.0,0.837575029754,225.781661987,0.981659399945,17.878500000000003,0.0,0.0,0.0,1.68954506775,1.68954506775
18,43.9102,43.9102,0,0.0,35.0,0.0,0.838315389299,223.524353027,0.971845013162,17.878500000000003,0.0,0.0,0.0,1.96262127675,1.96262127675
19,33.1947333333,33.1947333333,0,0.0,36.0,0.0,0.838708356662,224.944580078,0.978019913383,18.0835,0.0,0.0,0.0,1.50069240058,1.50069240058
20,32.6056666667,32.6056666667,0,0.0,37.0,0.0,0.837324699429,225.459701538,0.980259571905,18.0835,0.0,0.0,0.0,1.47406143292,1.47406143292
21,31.5899333333,31.5899333333,0,0.0,40.0,0.0,0.835441815634,226.460601807,0.984611312203,20.7685,0.0,0.0,0.0,1.64018882608,1.64018882608
22,33.4066666667,33.4066666667,0,0.0,44.0,0.0,0.8370171187,226.302993774,0.983926059889,20.7685,0.0,0.0,0.0,1.73451589167,1.73451589167
23,32.2394666667,32.2394666667,0,0.0,45.0,0.0,0.836770943293,225.223342896,0.979231925633,27.4985,0.0,0.0,0.0,2.21634243533,2.21634243533
24,41.9094666667,41.9094666667,0,0.0,47.0,0.0,0.840442515649,221.078674316,0.961211627463,27.4985,0.0,0.0,0.0,2.88111867283,2.88111867283
25,37.2410666667,37.2410666667,0,0.0,49.0,0.0,0.841810459948,224.87739563,0.977727807086,23.703500000000002,0.0,0.0,0.0,2.20685905933,2.20685905933
