slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,minVoltageV,minVoltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,19.1282,19.1282,0,0.0,1.0,0.0,0.935003112679,227.667984009,0.989860800038,18.745333333333335,0.0,0.0,0.0,0.896411212667,0.896411212667
2,13.6806,13.6806,0,0.0,4.0,0.0,0.804681779102,227.502166748,0.989139855426,18.745333333333335,0.0,0.0,0.0,0.641118518,0.641118518
3,14.625,14.625,0,0.0,5.0,0.0,0.82060311291,226.951278687,0.986744689941,18.755333333333333,0.0,0.0,0.0,0.685741875,0.685741875
4,20.9784,20.9784,0,0.0,6.0,0.0,0.817522680451,225.622253418,0.980966319209,18.755333333333333,0.0,0.0,0.0,0.983642212,0.983642212
5,13.5963333333,13.5963333333,0,0.0,8.0,0.0,0.850062276491,227.294219971,0.988235739003,19.990333333333332,0.0,0.0,0.0,0.679488088611,0.679488088611
6,18.6101333333,18.6101333333,0,0.0,8.0,0.0,0.850062276491,227.767791748,0.990294746731,19.990333333333332,0.0,0.0,0.0,0.930056921778,0.930056921778
7,19.5643333333,19.5643333333,0,0.0,8.0,0.0,0.850062276491,226.288314819,0.983862238345,19.725333333333335,0.0,0.0,0.0,0.964782491111,0.964782491111
8,18.3082,18.3082,0,0.0,10.0,0.0,0.86892953716,226.302368164,0.983923339844,19.725333333333335,0.0,0.0,0.0,0.902838369333,0.902838369333
9,19.6259333333,19.6259333333,0,0.0,13.0,0.0,0.869893523152,225.567306519,0.980727419646,23.400333333333336,0.0,0.0,0.0,1.14813345494,1.14813345494
10,20.9456666667,20.9456666667,0,0.0,16.0,0.0,0.863795535205,226.761138916,0.985917995287,23.400333333333336,0.0,0.0,0.0,1.22533895472,1.22533895472
11,19.7014,19.7014,0,0.0,18.0,0.0,0.85402774429,227.608337402,0.989601466967,25.980333333333334,0.0,0.0,0.0,1.27962234783,1.27962234783
12,21.6230666667,21.6230666667,0,0.0,18.0,0.0,0.85402774429,227.36505127,0.988543701172,25.980333333333334,0.0,0.0,0.0,1.40443619922,1.40443619922
13,23.2300666667,23.2300666667,0,0.0,20.0,0.0,0.852324736276,226.548049927,0.984991521421,28.375333333333337,0.0,0.0,0.0,1.64790221256,1.64790221256
14,27.1140666667,27.1140666667,0,0.0,22.0,0.0,0.857620310561,227.115341187,0.987458005159,28.375333333333337,0.0,0.0,0.0,1.92342669922,1.92342669922
15,28.0546666667,28.0546666667,0,0.0,25.0,0.0,0.857238414207,225.772460938,0.98161939538,32.50533333333334,0.0,0.0,0.0,2.27981572889,2.27981572889
16,29.0479333333,29.0479333333,0,0.0,27.0,0.0,0.861844692645,223.859466553,0.97330202849,32.50533333333334,0.0,0.0,0.0,2.36053188911,2.36053188911
17,28.1949333333,28.1949333333,0,0.0,32.0,0.0,0.851892113625,226.448654175,0.984559365977,33.60033333333334,0.0,0.0,0.0,2.36839789578,2.36839789578
18,33.4568,33.4568,0,0.0,37.0,0.0,0.850667464884,224.12147522,0.974441196608,33.60033333333334,0.0,0.0,0.0,2.81039908067,2.81039908067
19,33.3891333333,33.3891333333,0,0.0,39.0,0.0,0.851817969851,225.659011841,0.981126138438,33.11033333333334,0.0,0.0,0.0,2.76381333594,2.76381333594
20,35.6768,35.6768,0,0.0,43.0,0.0,0.848031250408,224.933792114,0.977973009192,33.11033333333334,0.0,0.0,0.0,2.95317685067,2.95317685067
21,37.0992,37.0992,0,0.0,46.0,0.0,0.847644906171,224.593307495,0.976492641283,33.660333333333334,0.0,0.0,0.0,3.121928596,3.121928596
22,39.3023333333,39.3023333333,0,0.0,47.0,0.0,0.841546076061,225.719406128,0.981388722295,33.660333333333334,0.0,0.0,0.0,3.30732410194,3.30732410194
23,35.9487333333,35.9487333333,0,0.0,48.0,0.0,0.841391471869,225.442367554,0.980184206755,30.735333333333333,0.0,0.0,0.0,2.76224075478,2.76224075478
24,36.9217333333,36.9217333333,0,0.0,50.0,0.0,0.84434701033,225.569061279,0.98073504904,30.735333333333333,0.0,0.0,0.0,2.83700445311,2.83700445311
25,36.9292,36.9292,0,0.0,50.0,0.0,0.84434701033,224.342468262,0.975402035921,18.040333333333336,0.0,0.0,0.0,1.66553769433,1.66553769433
26,39.2620666667,39.2620666667,0,0.0,51.0,0.0,0.845654422841,225.698272705,0.981296837848,18.040333333333336,0.0,0.0,0.0,1.77075192506,1.77075192506
27,41.3468666667,41.3468666667,0,0.0,53.0,0.0,0.847252826594,225.199966431,0.979130288829,18.750333333333334,0.0,0.0,0.0,1.93816883072,1.93816883072
28,36.3242,36.3242,0,0.0,53.0,0.0,0.847252826594,225.969848633,0.982477602751,18.750333333333334,0.0,0.0,0.0,1.70272714517,1.70272714517
29,39.5442666667,39.5442666667,0,0.0,54.0,0.0,0.84766205207,224.070831299,0.974221005647,18.085333333333335,0.0,0.0,0.0,1.78792811022,1.78792811022
30,38.5008666667,38.5008666667,0,0.0,54.0,0.0,0.84766205207,224.169998169,0.974652165952,18.085333333333335,0.0,0.0,0.0,1.74075251822,1.74075251822
31,37.4857333333,37.4857333333,0,0.0,54.0,0.0,0.84766205207,225.813400269,0.981797392472,18.400333333333336,0.0,0.0,0.0,1.72437497144,1.72437497144
32,48.0306666667,48.0306666667,0,0.0,54.0,0.0,0.84766205207,222.186645508,0.966028893512,18.400333333333336,0.0,0.0,0.0,2.20945069222,2.20945069222
33,33.5618666667,33.5618666667,0,0.0,54.0,0.0,0.84766205207,225.868103027,0.982035230554,17.225333333333335,0.0,0.0,0.0,1.44528585156,1.44528585156
34,36.9096666667,36.9096666667,0,0.0,54.0,0.0,0.84766205207,225.465667725,0.980285511846,17.225333333333335,0.0,0.0,0.0,1.58945327889,1.58945327889
35,40.4677333333,40.4677333333,0,0.0,54.0,0.0,0.84766205207,224.390365601,0.97561028522,17.155333333333335,0.0,0.0,0.0,1.73559363644,1.73559363644
36,36.5803333333,36.5803333333,0,0.0,55.0,0.0,0.847761329907,226.190231323,0.983435788362,17.155333333333335,0.0,0.0,0.0,1.56886952944,1.56886952944
37,34.8331333333,34.8331333333,0,0.0,55.0,0.0,0.847761329907,225.733551025,0.98145022185,16.645333333333333,0.0,0.0,0.0,1.44952278844,1.44952278844
38,35.1689333333,35.1689333333,0,0.0,55.0,0.0,0.847761329907,224.190750122,0.974742391835,16.645333333333333,0.0,0.0,0.0,1.46349654578,1.46349654578
39,27.6070666667,27.6070666667,0,0.0,55.0,0.0,0.847761329907,224.567611694,0.97638092041,16.545333333333332,0.0,0.0,0.0,1.14192030089,1.14192030089
40,29.3382666667,29.3382666667,0,0.0,55.0,0.0,0.847761329907,225.296478271,0.979549905528,16.545333333333332,0.0,0.0,0.0,1.21352850356,1.21352850356
41,21.5669333333,21.5669333333,0,0.0,55.0,0.0,0.847761329907,225.675018311,0.981195731785,13.625333333333336,0.0,0.0,0.0,0.734641639111,0.734641639111
42,18.6536666667,18.6536666667,0,0.0,55.0,0.0,0.847761329907,225.082992554,0.978621706755,13.625333333333336,0.0,0.0,0.0,0.635406065556,0.635406065556
43,15.2264,15.2264,0,0.0,55.0,0.0,0.847761329907,226.389892578,0.984303880774,12.115333333333336,0.0,0.0,0.0,0.461182278667,0.461182278667
44,14.7556666667,14.7556666667,0,0.0,55.0,0.0,0.847761329907,226.962112427,0.98679179316,12.115333333333336,0.0,0.0,0.0,0.446924550556,0.446924550556
45,5.57433333333,5.57433333333,0,0.0,55.0,0.0,0.847761329907,229.323745728,0.997059764033,14.540333333333335,0.0,0.0,0.0,0.202631661944,0.202631661944
46,6.87073333333,6.87073333333,0,0.0,55.0,0.0,0.847761329907,229.244644165,0.996715844196,14.540333333333335,0.0,0.0,0.0,0.249756882278,0.249756882278
47,8.39753333333,8.39753333333,0,0.0,55.0,0.0,0.847761329907,228.275009155,0.992500039806,15.505333333333335,0.0,0.0,0.0,0.325516383778,0.325516383778
48,8.407,8.407,0,0.0,55.0,0.0,0.847761329907,228.220535278,0.992263196862,15.505333333333335,0.0,0.0,0.0,0.325883343333,0.325883343333
49,6.92373333333,6.92373333333,0,0.0,55.0,0.0,0.847761329907,229.147506714,0.996293507452,12.745333333333335,0.0,0.0,0.0,0.220613223111,0.220613223111
50,7.51893333333,7.51893333333,0,0.0,55.0,0.0,0.847761329907,228.890319824,0.995175303584,12.745333333333335,0.0,0.0,0.0,0.239578279111,0.239578279111
51,11.751,8.051,0,3.7,55.0,0.0,0.848282693543,225.98008728,0.98252211861,10.275333333333334,0.0950468333333,0.0,0.0950468333333,0.206816771667,0.301863605
52,11.1580666667,7.45806666667,0,3.7,55.0,0.0,0.84880405718,225.854431152,0.981975787619,10.275333333333334,0.0950468333333,0.0,0.0950468333333,0.191585302556,0.286632135889
53,34.6466635404,7.6872,0,26.9594635404,55.0,0.0,0.852602890679,222.796524048,0.968680539338,9.575333333333335,0.645364624719,0.0,0.645364624719,0.184018756,0.829383380719
54,26.3866,7.8866,0,18.5,55.0,0.0,0.85520970886,223.530075073,0.971869891623,9.575333333333335,0.442859166667,0.0,0.442859166667,0.188792059667,0.631651226333
55,88.062930073,7.7256,0,80.337330073,55.0,0.0,0.866529969007,220.538467407,0.958862901771,9.305333333333333,1.8689140886,0.0,1.8689140886,0.179723208,2.0486372966
56,112.499597258,7.11266666667,0,105.386930591,55.0,0.0,0.88137994559,217.005279541,0.943501215396,9.305333333333333,2.45165129532,0.0,2.45165129532,0.165464335556,2.61711563087
