id,inhabitants,withEV,chCostTotal,regRevTotal,netChCostTotal,resCostTotal,totalCostTotal,netDemandTotal,evDemandTotal,resDemandTotal,pvGenTotal,minVoltageV,minVoltagePU
1,2,1.0,0.240565707988,0.0,0.240565707988,0.719332340772,0.959898048761,8.28734496694,4.37523163361,3.9121133333333273,0,226.9247589111328,0.9866293865701427
2,1,1.0,0.652637338218,0.0,0.652637338218,0.870468579964,1.52310591818,19.2329233707,14.3471450374,4.885778333333335,0,226.13755798339844,0.9832067738408627
3,2,1.0,2.12778552859,0.0,2.12778552859,1.18475470755,3.31254023614,12.9584068038,6.80007513712,6.158331666666659,0,226.89727783203125,0.9865099036175272
4,2,1.0,1.02008273552,0.0,1.02008273552,1.54869354985,2.56877628537,12.2804897717,4.079128105,8.201361666666681,0,224.60488891601562,0.9765429952870245
5,2,1.0,0.591476600635,0.0,0.591476600635,1.0326820284,1.62415862904,8.11258940356,2.19249940356,5.920090000000001,0,224.6043701171875,0.9765407396399457
6,1,1.0,0.316847192772,0.0,0.316847192772,2.07315180756,2.38999900033,15.4799183635,3.34983336349,12.130085000000001,0,226.1318359375,0.9831818953804348
7,1,1.0,0.509067612665,0.0,0.509067612665,0.575864117522,1.08493173019,5.45414576978,2.19488243645,3.259263333333333,0,224.0163116455078,0.973983963676121
8,4,1.0,0.333140561991,0.0,0.333140561991,2.44271833205,2.77585889404,21.886150972,8.48816930537,13.397981666666661,0,222.46218872070312,0.9672269074813179
9,2,1.0,1.2763082475,0.0,1.2763082475,2.17354722334,3.44985547085,19.291994032,7.81873736537,11.47325666666668,0,223.62901306152344,0.9723000567892324
10,3,1.0,1.17468736329,0.0,1.17468736329,1.91418983812,3.08887720141,13.066883387,2.10531005365,10.961573333333341,0,223.1940155029297,0.970408763056216
11,1,1.0,0.311028313406,0.0,0.311028313406,0.890950385356,1.20197869876,10.9080854508,5.73867211745,5.169413333333328,0,223.1920623779297,0.9704002712083899
12,1,1.0,0.859013058277,0.0,0.859013058277,2.54529857471,3.40431163299,19.6714476981,5.16231936477,14.509128333333338,0,222.42466735839844,0.9670637711234714
13,1,1.0,0.771725023756,0.0,0.771725023756,1.68830576692,2.46003079068,15.9877163546,7.13141468796,8.856301666666669,0,222.89739990234375,0.9691191300101902
14,1,1.0,1.0376774107,0.0,1.0376774107,2.91487759212,3.95255500282,20.0059083876,4.52663505431,15.47927333333333,0,223.43060302734375,0.971437404466712
15,4,1.0,0.688943712443,0.0,0.688943712443,2.37063821078,3.05958192323,16.2895603951,2.97824039515,13.311319999999995,0,222.92938232421875,0.9692581840183424
16,1,1.0,0.442100259065,0.0,0.442100259065,0.585163323525,1.02726358259,10.2354591164,6.91659411641,3.318864999999999,0,222.16224670410156,0.9659228117569633
17,4,1.0,1.00601250042,0.0,1.00601250042,2.55092959235,3.55694209277,17.2582174897,3.00410582306,14.254111666666669,0,222.30438232421875,0.9665407927139945
18,1,1.0,0.43495156468,0.0,0.43495156468,1.32839024377,1.76334180845,11.3960324694,4.06882246937,7.327210000000007,0,221.16372680664062,0.9615814208984375
19,1,1.0,0.617948795814,0.0,0.617948795814,1.83280798363,2.45075677944,26.1480099466,16.0438316132,10.104178333333333,0,221.04714965820312,0.9610745637313179
20,4,1.0,2.3866514018,0.0,2.3866514018,4.42652111865,6.81317252045,29.0977208706,4.75998253725,24.337738333333334,0,221.11766052246094,0.961381132706352
21,3,1.0,0.71085079119,0.0,0.71085079119,1.87850574267,2.58935653386,17.9884395669,7.44438956689,10.544050000000004,0,221.7410430908203,0.9640914916992187
22,1,1.0,1.08393250078,0.0,1.08393250078,1.83893416156,2.92286666235,13.1986847943,3.19999646096,9.998688333333355,0,221.2227783203125,0.9618381666100544
23,2,1.0,0.462784820697,0.0,0.462784820697,2.19696935712,2.65975417782,19.2420071754,7.17438384206,12.067623333333335,0,222.09347534179688,0.9656238058338995
24,2,1.0,1.04401113563,0.0,1.04401113563,0.295594816,1.33960595163,3.79475903319,2.10515903319,1.6896000000000042,0,220.92974853515625,0.9605641240658968
25,2,1.0,0.319520399836,0.0,0.319520399836,1.79820019084,2.11772059068,16.5168326149,6.87177594821,9.645056666666674,0,219.5032196044922,0.9543618243673574
26,2,1.0,0.999406227726,0.0,0.999406227726,0.938346723997,1.93775295172,8.20225540245,2.75250706912,5.449748333333335,0,221.52145385742188,0.9631367559018342
27,2,1.0,0.417281285251,0.0,0.417281285251,2.30769527533,2.72497656058,18.6751120167,6.61366701674,12.061444999999992,0,220.13323974609375,0.9571010423743207
28,1,1.0,0.991794992568,0.0,0.991794992568,0.889158976139,1.88095396871,13.2569825707,8.12199923735,5.134983333333337,0,220.05039978027344,0.9567408686098845
29,2,1.0,1.19094922215,0.0,1.19094922215,1.43520145053,2.62615067268,11.418857219,3.3373405523,8.081516666666674,0,219.07154846191406,0.9524849933126699
30,3,1.0,0.486240809643,0.0,0.486240809643,2.59113772628,3.07737853593,17.2183589955,3.18158899551,14.036770000000033,0,219.63694763183594,0.9549432505731997
31,1,1.0,0.479252217669,0.0,0.479252217669,1.33299579899,1.81224801666,16.3454120127,8.585865346,7.7595466666666715,0,219.07666015625,0.9525072180706522
32,2,1.0,1.26089948663,0.0,1.26089948663,3.72885747569,4.98975696231,27.3505742316,7.63476089828,19.715813333333415,0,219.86326599121094,0.9559272434400475
33,1,1.0,1.11251707348,0.0,1.11251707348,0.719915769528,1.83243284301,12.4638239537,8.52380728706,3.940016666666665,0,220.21665954589844,0.9574637371560801
