slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,minVoltageV,minVoltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,17.73552,17.73552,0,0.0,2.0,0.0,0.941411177295,227.316619873,0.988333129883,16.635166666666667,0.0,0.0,0.0,0.7375833278,0.7375833278
2,23.38424,23.38424,0,0.0,3.0,0.0,0.880147165421,225.07800293,0.978600012738,16.635166666666667,0.0,0.0,0.0,0.972501824433,0.972501824433
3,20.1772266667,20.1772266667,0,0.0,4.0,0.0,0.890898281822,225.208740234,0.979168435802,16.340166666666665,0.0,0.0,0.0,0.824248116511,0.824248116511
4,20.6533066667,20.6533066667,0,0.0,4.0,0.0,0.890898281822,225.196044922,0.979113238791,16.340166666666665,0.0,0.0,0.0,0.843696182878,0.843696182878
5,20.1921866667,20.1921866667,0,0.0,6.0,0.0,0.886570434389,227.763916016,0.99027789572,16.480166666666666,0.0,0.0,0.0,0.831926504078,0.831926504078
6,27.60604,27.60604,0,0.0,7.0,0.0,0.879912958004,225.86680603,0.982029591436,16.480166666666666,0.0,0.0,0.0,1.13738035052,1.13738035052
7,24.38942,24.38942,0,0.0,7.0,0.0,0.879912958004,226.854904175,0.986325670325,16.315166666666666,0.0,0.0,0.0,0.994793630508,0.994793630508
8,22.5155333333,22.5155333333,0,0.0,7.0,0.0,0.879912958004,226.158782959,0.983299056343,16.315166666666666,0.0,0.0,0.0,0.918361697306,0.918361697306
9,20.5514466667,20.5514466667,0,0.0,10.0,0.0,0.854238992168,226.813858032,0.986147208836,19.685166666666667,0.0,0.0,0.0,1.01139663219,1.01139663219
10,16.54004,16.54004,0,0.0,12.0,0.0,0.848385860497,227.222549438,0.987924127993,19.685166666666667,0.0,0.0,0.0,0.813983610183,0.813983610183
11,17.7270133333,17.7270133333,0,0.0,14.0,0.0,0.853990540754,227.761672974,0.990268143364,19.950166666666668,0.0,0.0,0.0,0.884142176256,0.884142176256
12,17.69196,17.69196,0,0.0,17.0,0.0,0.843139260486,227.212295532,0.987879545792,19.950166666666668,0.0,0.0,0.0,0.88239387665,0.88239387665
13,20.4117466667,20.4117466667,0,0.0,19.0,0.0,0.842767177194,226.705245972,0.985674982486,20.020166666666668,0.0,0.0,0.0,1.02161642556,1.02161642556
14,23.5222533333,23.5222533333,0,0.0,19.0,0.0,0.842767177194,226.768295288,0.985949109948,20.020166666666668,0.0,0.0,0.0,1.17729858027,1.17729858027
15,24.89938,24.89938,0,0.0,21.0,0.0,0.838855698822,225.341217041,0.979744421917,21.575166666666668,0.0,0.0,0.0,1.34302068349,1.34302068349
16,28.0956866667,28.0956866667,0,0.0,26.0,0.0,0.843956389076,226.311065674,0.983961155104,21.575166666666668,0.0,0.0,0.0,1.51542280612,1.51542280612
17,43.81058,43.81058,0,0.0,28.0,0.0,0.84505983236,223.740936279,0.972786679475,23.010166666666663,0.0,0.0,0.0,2.52022186891,2.52022186891
18,46.3769533333,46.3769533333,0,0.0,32.0,0.0,0.842038065886,222.276931763,0.966421442447,23.010166666666663,0.0,0.0,0.0,2.66785356423,2.66785356423
19,32.52502,32.52502,0,0.0,37.0,0.0,0.832538894335,225.97026062,0.982479394001,21.645166666666668,0.0,0.0,0.0,1.76002369684,1.76002369684
20,29.9297533333,29.9297533333,0,0.0,41.0,0.0,0.835826111064,225.00692749,0.978290989088,21.645166666666668,0.0,0.0,0.0,1.61958624798,1.61958624798
21,37.3857,37.3857,0,0.0,46.0,0.0,0.833834807238,224.308929443,0.975256214971,21.360166666666665,0.0,0.0,0.0,1.99641195737,1.99641195737
22,38.3436533333,38.3436533333,0,0.0,47.0,0.0,0.832013173545,224.269470215,0.975084653108,21.360166666666665,0.0,0.0,0.0,2.04756706452,2.04756706452
23,39.06848,39.06848,0,0.0,49.0,0.0,0.832621771871,224.011398315,0.973962601371,20.605166666666666,0.0,0.0,0.0,2.01253135453,2.01253135453
24,42.9982666667,42.9982666667,0,0.0,51.0,0.0,0.827404911462,223.206741333,0.970464092752,20.605166666666666,0.0,0.0,0.0,2.21496612761,2.21496612761
25,38.7856333333,38.7856333333,0,0.0,52.0,0.0,0.827228277013,223.587860107,0.972121130902,17.71516666666667,0.0,0.0,0.0,1.71773489693,1.71773489693
26,36.5205133333,36.5205133333,0,0.0,52.0,0.0,0.827228277013,225.063751221,0.978538048786,17.71516666666667,0.0,0.0,0.0,1.61741745113,1.61741745113
27,36.91446,36.91446,0,0.0,52.0,0.0,0.827228277013,225.209152222,0.979170227051,17.995166666666666,0.0,0.0,0.0,1.66070465028,1.66070465028
28,35.8629333333,35.8629333333,0,0.0,52.0,0.0,0.827228277013,224.006729126,0.973942300548,17.995166666666666,0.0,0.0,0.0,1.61339865622,1.61339865622
29,38.7588666667,38.7588666667,0,0.0,53.0,0.0,0.8286164248,225.131958008,0.978834600034,17.925166666666666,0.0,0.0,0.0,1.73689786203,1.73689786203
30,46.1403066667,46.1403066667,0,0.0,54.0,0.0,0.829448473021,222.912155151,0.969183283267,17.925166666666666,0.0,0.0,0.0,2.06768171763,2.06768171763
31,34.9173733333,34.9173733333,0,0.0,54.0,0.0,0.829448473021,224.446304321,0.975853497049,18.200166666666668,0.0,0.0,0.0,1.58875503557,1.58875503557
32,36.4732866667,36.4732866667,0,0.0,54.0,0.0,0.829448473021,224.960372925,0.978088577934,18.200166666666668,0.0,0.0,0.0,1.65954974054,1.65954974054
33,33.6035333333,33.6035333333,0,0.0,54.0,0.0,0.829448473021,224.623687744,0.976624729322,16.680166666666665,0.0,0.0,0.0,1.40128134147,1.40128134147
34,32.7926133333,32.7926133333,0,0.0,54.0,0.0,0.829448473021,225.663604736,0.981146107549,16.680166666666665,0.0,0.0,0.0,1.36746563959,1.36746563959
35,35.1052533333,35.1052533333,0,0.0,54.0,0.0,0.829448473021,222.760528564,0.968524037237,15.900166666666667,0.0,0.0,0.0,1.39544844719,1.39544844719
36,31.9691533333,31.9691533333,0,0.0,54.0,0.0,0.829448473021,226.035186768,0.982761681598,15.900166666666667,0.0,0.0,0.0,1.27078716548,1.27078716548
37,31.4176133333,31.4176133333,0,0.0,55.0,0.0,0.831313637484,225.266143799,0.979418016517,15.595166666666668,0.0,0.0,0.0,1.22490729051,1.22490729051
38,33.9238533333,33.9238533333,0,0.0,55.0,0.0,0.831313637484,225.197570801,0.979119873047,15.595166666666668,0.0,0.0,0.0,1.32262036677,1.32262036677
