slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,minVoltageV,minVoltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,33.3203333333,18.5203333333,0,14.8,4.0,0.0,0.929248692182,223.882278442,0.973401210619,17.680750000000003,0.65418775,0.0,0.65418775,0.818633458958,1.47282120896
2,45.7390785526,30.3714,0,15.3676785526,5.0,0.0,0.951287434526,224.258895874,0.975038677713,17.680750000000003,0.679280206422,0.0,0.679280206422,1.34247282638,2.0217530328
3,49.8461055654,35.7224666667,0,14.1236388987,5.0,0.0,0.973179074819,225.304473877,0.97958466903,18.015750000000004,0.636119868724,0.0,0.636119868724,1.60891757213,2.24503744085
4,32.2404027802,21.9620666667,0,10.2783361136,5.0,0.0,0.989110495795,225.543395996,0.980623460853,18.015750000000004,0.462929834595,0.0,0.462929834595,0.989157756375,1.45208759097
5,29.0233163063,23.9511333333,0,5.07218297297,5.0,0.0,0.996972379403,224.676757813,0.97685546875,17.94575,0.227560318968,0.0,0.227560318968,1.07455262754,1.30211294651
6,32.6592369443,23.3059333333,0,9.35330361092,7.0,0.0,0.964994142348,226.039291382,0.982779527747,17.94575,0.419630120689,0.0,0.419630120689,1.04560613279,1.46523625348
7,35.525,24.425,0,11.1,8.0,0.0,0.973275804156,224.314865112,0.975282022227,17.750750000000004,0.4925833125,0.0,0.4925833125,1.08390517188,1.57648848438
8,36.2163393359,21.7482666667,0,14.4680726692,9.0,0.0,0.979294263192,224.160995483,0.974613023841,17.750750000000004,0.642047852334,0.0,0.642047852334,0.965120111333,1.60716796367
9,41.9479333333,23.4479333333,0,18.5,11.0,0.0,0.969172244441,224.171646118,0.974659330949,23.665750000000003,1.0945409375,0.0,1.0945409375,1.38728232071,2.48182325821
10,52.7151198713,22.8652,0,29.8499198713,15.0,0.0,0.959261112107,225.127548218,0.978815427034,23.665750000000003,1.76605185299,0.0,1.76605185299,1.35280526725,3.11885712024
11,63.0159314787,29.5051333333,0,33.5107981454,18.0,0.0,0.946133215782,218.425109863,0.94967439071,23.55575,1.97342995853,0.0,1.97342995853,1.73753886129,3.71096881983
12,63.1073472837,31.7002,0,31.4071472837,19.0,0.0,0.951271971625,219.051574707,0.9523981509,23.55575,1.84954727407,0.0,1.84954727407,1.86680496537,3.71635223945
13,65.2069361588,29.2382,0,35.9687361588,21.0,0.0,0.959894827785,217.89125061,0.947353263523,23.61575,2.12357170236,0.0,2.12357170236,1.72620505413,3.84977675648
14,68.3409625413,37.3817333333,0,30.959229208,22.0,0.0,0.964718999404,216.332855225,0.940577631411,23.61575,1.82781354292,0.0,1.82781354292,2.20699417242,4.03480771534
15,65.6394666667,24.9394666667,0,40.7,25.0,0.0,0.95640008805,218.365280151,0.949414261528,29.24575,2.9757550625,0.0,2.9757550625,1.82343351817,4.79918858067
16,68.1190637259,27.9453333333,0,40.1737303925,27.0,0.0,0.966139958652,216.981384277,0.943397322945,29.24575,2.93727718907,0.0,2.93727718907,2.04320558083,4.9804827699
17,69.0382359332,34.145,0,34.8932359332,28.0,0.0,0.970771984244,215.655792236,0.937633879288,36.91575,3.220274936,0.0,3.220274936,3.15122070937,6.37149564537
18,80.7448535586,48.1660666667,0,32.5787868919,29.0,0.0,0.974159519703,216.642608643,0.941924385403,36.91575,3.00667588051,0.0,3.00667588051,4.44521618888,7.45189206939
19,86.3158138897,49.5196666667,0,36.796147223,32.0,0.0,0.975976292783,214.065917969,0.930721382473,35.43075,3.25928773306,0.0,3.25928773306,4.38629732438,7.64558505743
20,99.0961698665,47.2968,0,51.7993698665,38.0,0.0,0.962700345633,212.750656128,0.92500285273,35.43075,4.58822630974,0.0,4.58822630974,4.1894027415,8.77762905124
21,84.8040666667,33.0040666667,0,51.8,39.0,0.0,0.971230837296,216.915420532,0.943110524053,32.42575,4.199134625,0.0,4.199134625,2.67545403679,6.87458866179
22,79.4023262884,34.3954666667,0,45.0068596217,39.0,0.0,0.980174508118,217.49458313,0.945628622304,32.42575,3.64845294595,0.0,3.64845294595,2.78824700817,6.43669995411
23,92.8876319527,39.5904666667,0,53.297165286,44.0,0.0,0.974735960564,216.364303589,0.94071436343,28.960750000000004,3.85881469889,0.0,3.85881469889,2.86642401879,6.72523871768
24,88.1385643197,37.6009333333,0,50.5376309864,46.0,0.0,0.978391296593,217.552932739,0.945882316258,28.960750000000004,3.65901924147,0.0,3.65901924147,2.72237807508,6.38139731655
25,85.8574353911,40.3171333333,0,45.5403020578,47.0,0.0,0.981386718535,218.357284546,0.949379498026,19.46075,2.21562108318,0.0,2.21562108318,1.96150413129,4.17712521447
26,79.1195312987,39.9483333333,0,39.1711979654,47.0,0.0,0.987845799051,219.550964355,0.954569410241,19.46075,1.90575222701,0.0,1.90575222701,1.94356131979,3.8493135468
27,84.9881993222,40.0728666667,0,44.9153326555,51.0,0.0,0.982416429796,217.990844727,0.94778628142,18.20575,2.04429329373,0.0,2.04429329373,1.82389148079,3.86818477453
28,80.3027541573,39.1268666667,0,41.1758874907,53.0,0.0,0.985025734927,215.659851074,0.93765152641,18.20575,1.87409478421,0.0,1.87409478421,1.78083488204,3.65492966625
29,63.8800286475,32.7916666667,0,31.0883619808,54.0,0.0,0.987630732569,213.930099487,0.930130867336,19.46075,1.51250710105,0.0,1.51250710105,1.59537606771,3.10788316875
30,59.8152201692,35.6943333333,0,24.1208868358,54.0,0.0,0.991092526513,215.138381958,0.935384269383,19.46075,1.17352637123,0.0,1.17352637123,1.73659624354,2.91012261477
31,64.6002666667,46.1002666667,0,18.5,54.0,0.0,0.993747619106,213.726409912,0.929245260487,19.115750000000002,0.8841034375,0.0,0.8841034375,2.20310293133,3.08720636883
32,70.3812846392,48.1822666667,0,22.1990179726,55.0,0.0,0.99646811694,215.275970459,0.935982480256,19.115750000000002,1.06087719452,0.0,1.06087719452,2.30260041008,3.36347760461
33,51.4183305994,41.4182,0,10.0001305994,55.0,0.0,0.997877226252,220.797866821,0.95999072531,18.680750000000003,0.467024849238,0.0,0.467024849238,1.93430759913,2.40133244836
34,36.5019076278,32.6990666667,0,3.80284096111,55.0,0.0,0.998413081115,226.360992432,0.984178227964,18.680750000000003,0.177599803211,0.0,0.177599803211,1.52710772408,1.70470752729
35,37.0544,33.3544,0,3.7,55.0,0.0,0.998934444751,225.751281738,0.981527311906,17.55075,0.1623444375,0.0,0.1623444375,1.4634868395,1.625831277
36,38.8511333333,35.1511333333,0,3.7,55.0,0.0,0.999455808388,225.061019897,0.978526173467,17.55075,0.1623444375,0.0,0.1623444375,1.54232188338,1.70466632088
37,34.7791333333,31.0791333333,0,3.7,55.0,0.0,0.999977172024,225.845489502,0.981936910878,17.14575,0.1585981875,0.0,0.1585981875,1.33218762588,1.49078581337
38,31.6578049915,31.4958,0,0.162004991464,55.0,0.0,1.0,226.707717896,0.98568572998,17.14575,0.00694424270598,0.0,0.00694424270598,1.35004778213,1.35699202483
39,29.5538,29.5538,0,0.0,55.0,0.0,1.0,225.699050903,0.981300221319,16.89075,0.0,0.0,0.0,1.24796461837,1.24796461837
40,29.8373333333,29.8373333333,0,0.0,55.0,0.0,1.0,226.396636963,0.984333204186,16.89075,0.0,0.0,0.0,1.259937345,1.259937345
41,23.9704,23.9704,0,0.0,55.0,0.0,1.0,227.178604126,0.987733061417,14.935749999999999,0.0,0.0,0.0,0.8950397545,0.8950397545
