id,inhabitants,withEV,chCostTotal,regRevTotal,netChCostTotal,resCostTotal,totalCostTotal,netDemandTotal,evDemandTotal,resDemandTotal,pvGenTotal,minVoltageV,minVoltagePU
1,4,1.0,0.261194655506,0.0,0.261194655506,3.25567773296,3.51687238846,22.4240866639,5.63180333056,16.79228333333333,0,224.44256591796875,0.9758372431216032
2,3,1.0,0.510798056669,0.0,0.510798056669,2.56795281579,3.07875087246,14.3185828697,0.977699536351,13.340883333333323,0,222.88754272460938,0.969076272715693
3,1,1.0,0.0614557486062,0.0,0.0614557486062,0.9330324385,0.994488187106,15.1557301641,10.2892634974,4.866466666666673,0,224.4196319580078,0.9757375302522079
4,2,1.0,1.12468329151,0.0,1.12468329151,0.6926097535,1.81729304501,10.4339983223,6.43986498894,3.9941333333333344,0,218.97921752929688,0.9520835544752038
5,1,1.0,0.614680443316,0.0,0.614680443316,1.28461678292,1.89929722623,11.1559739687,4.039807302,7.116166666666662,0,218.98440551757812,0.9521061109459918
6,2,1.0,0.331506264554,0.0,0.331506264554,1.01437719513,1.34588345968,12.3309857063,7.62030237297,4.710683333333335,0,222.8816375732422,0.9690505981445312
7,2,1.0,0.766522643262,0.0,0.766522643262,2.22239358854,2.9889162318,16.9844765366,4.47322653658,12.511250000000002,0,218.05740356445312,0.9480756676715353
8,3,1.0,0.379944114661,0.0,0.379944114661,3.33902021846,3.71896433312,20.176071748,4.51072174796,15.665349999999998,0,220.93515014648438,0.9605876093325407
9,1,1.0,0.384134485747,0.0,0.384134485747,0.701893889125,1.08602837487,6.57845972468,2.60590972468,3.9725500000000005,0,217.23046875,0.9444802989130435
10,2,1.0,0.188708195947,0.0,0.188708195947,1.41436465854,1.60307285449,11.6649355257,3.80568552568,7.85925,0,217.59950256347656,0.9460847937542459
11,3,1.0,0.305341400137,0.0,0.305341400137,2.54250497104,2.84784637118,15.3958405112,2.82792384457,12.567916666666664,0,217.60107421875,0.9460916270380435
12,3,1.0,0.209978813738,0.0,0.209978813738,2.04515780475,2.25513661849,15.5666259027,5.11332590273,10.453299999999981,0,220.91555786132812,0.9605024254840353
13,3,1.0,0.451480019574,0.0,0.451480019574,2.20261592183,2.65409594141,13.8507173617,2.56958402839,11.281133333333335,0,216.99351501464844,0.9434500652810801
