slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,minVoltageV,minVoltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,16.8695333333,16.8695333333,0,0.0,5.0,0.0,0.865227391901,228.104110718,0.991757003121,16.267000000000003,0.0,0.0,0.0,0.686041746833,0.686041746833
2,19.4804666667,19.4804666667,0,0.0,6.0,0.0,0.869589042256,227.09375,0.987364130435,16.267000000000003,0.0,0.0,0.0,0.792221878167,0.792221878167
3,22.3602,22.3602,0,0.0,6.0,0.0,0.869589042256,226.273483276,0.983797753376,16.152,0.0,0.0,0.0,0.902904876,0.902904876
4,33.0216,33.0216,0,0.0,6.0,0.0,0.869589042256,225.721893311,0.981399536133,16.152,0.0,0.0,0.0,1.333412208,1.333412208
5,24.4962666667,24.4962666667,0,0.0,8.0,0.0,0.878652076243,225.727081299,0.981422092604,16.097,0.0,0.0,0.0,0.985791011333,0.985791011333
6,25.6211333333,25.6211333333,0,0.0,8.0,0.0,0.878652076243,225.455474854,0.980241195015,16.097,0.0,0.0,0.0,1.03105845817,1.03105845817
7,28.3862666667,28.3862666667,0,0.0,10.0,0.0,0.874993702325,225.201049805,0.979134999151,15.692,0.0,0.0,0.0,1.11359324133,1.11359324133
8,21.1201333333,21.1201333333,0,0.0,10.0,0.0,0.874993702325,227.476959229,0.989030257515,15.692,0.0,0.0,0.0,0.828542830667,0.828542830667
9,21.541,21.541,0,0.0,12.0,0.0,0.874377464988,224.560775757,0.976351198943,17.222,0.0,0.0,0.0,0.927447755,0.927447755
10,21.4888,21.4888,0,0.0,15.0,0.0,0.855601121096,225.449310303,0.980214392621,17.222,0.0,0.0,0.0,0.925200284,0.925200284
11,24.4570666667,24.4570666667,0,0.0,17.0,0.0,0.857660448842,225.605133057,0.980891882855,17.296999999999997,0.0,0.0,0.0,1.05758470533,1.05758470533
12,20.7482666667,20.7482666667,0,0.0,19.0,0.0,0.845363452241,225.981872559,0.98252988069,17.296999999999997,0.0,0.0,0.0,0.897206921333,0.897206921333
13,30.7228666667,30.7228666667,0,0.0,21.0,0.0,0.838796095695,225.116455078,0.978767195992,18.502000000000002,0.0,0.0,0.0,1.42108619767,1.42108619767
14,31.6114666667,31.6114666667,0,0.0,22.0,0.0,0.836694970867,225.713027954,0.981360991105,18.502000000000002,0.0,0.0,0.0,1.46218839067,1.46218839067
15,22.3604666667,22.3604666667,0,0.0,23.0,0.0,0.831915596331,226.503982544,0.984799924104,19.497,0.0,0.0,0.0,1.0899050465,1.0899050465
16,25.4093333333,25.4093333333,0,0.0,26.0,0.0,0.837038587294,225.176773071,0.979029448136,19.497,0.0,0.0,0.0,1.23851443,1.23851443
17,26.2087333333,26.2087333333,0,0.0,27.0,0.0,0.841270540261,226.028198242,0.982731296705,25.022000000000002,0.0,0.0,0.0,1.63948731367,1.63948731367
18,34.6115333333,34.6115333333,0,0.0,31.0,0.0,0.836870598382,225.267333984,0.979423191236,25.022000000000002,0.0,0.0,0.0,2.16512446767,2.16512446767
19,41.277,41.277,0,0.0,38.0,0.0,0.850991457521,221.444351196,0.96280152694,24.022000000000002,0.0,0.0,0.0,2.478890235,2.478890235
20,33.5694,33.5694,0,0.0,40.0,0.0,0.852106236672,224.111801147,0.974399135424,24.022000000000002,0.0,0.0,0.0,2.016010317,2.016010317
21,32.615,32.615,0,0.0,41.0,0.0,0.851818464451,224.746307373,0.977157858144,24.842,0.0,0.0,0.0,2.025554575,2.025554575
22,35.8971333333,35.8971333333,0,0.0,43.0,0.0,0.846324863465,222.779098511,0.968604776134,24.842,0.0,0.0,0.0,2.22939146567,2.22939146567
23,43.5824,43.5824,0,0.0,45.0,0.0,0.846299521904,223.915863037,0.973547230596,30.672000000000004,0.0,0.0,0.0,3.341898432,3.341898432
24,41.7934,41.7934,0,0.0,47.0,0.0,0.84282739595,224.109405518,0.974388719642,30.672000000000004,0.0,0.0,0.0,3.204717912,3.204717912
25,38.8234,38.8234,0,0.0,48.0,0.0,0.844716609729,223.726913452,0.972725710662,36.157000000000004,0.0,0.0,0.0,3.5093441845,3.5093441845
26,38.2898,38.2898,0,0.0,50.0,0.0,0.847374254691,224.79133606,0.977353635042,36.157000000000004,0.0,0.0,0.0,3.4611107465,3.4611107465
27,38.2075333333,38.2075333333,0,0.0,51.0,0.0,0.846920338668,226.55368042,0.985016001826,25.952,0.0,0.0,0.0,2.47890476267,2.47890476267
28,47.9286666667,47.9286666667,0,0.0,51.0,0.0,0.846920338668,225.682067871,0.981226382048,25.952,0.0,0.0,0.0,3.10961189333,3.10961189333
29,37.4966666667,37.4966666667,0,0.0,51.0,0.0,0.846920338668,224.172973633,0.974665102751,22.892000000000003,0.0,0.0,0.0,2.14593423333,2.14593423333
30,36.0412,36.0412,0,0.0,51.0,0.0,0.846920338668,224.298187256,0.975209509808,22.892000000000003,0.0,0.0,0.0,2.062637876,2.062637876
31,35.2956,35.2956,0,0.0,52.0,0.0,0.848457568899,223.823684692,0.973146455184,22.207,0.0,0.0,0.0,1.959523473,1.959523473
32,33.4386,33.4386,0,0.0,53.0,0.0,0.846829058549,223.954772949,0.973716404127,22.207,0.0,0.0,0.0,1.8564274755,1.8564274755
33,32.7561333333,32.7561333333,0,0.0,53.0,0.0,0.846829058549,225.339797974,0.979738252059,18.962,0.0,0.0,0.0,1.55280450067,1.55280450067
34,33.4024666667,33.4024666667,0,0.0,53.0,0.0,0.846829058549,225.096694946,0.978681282375,18.962,0.0,0.0,0.0,1.58344393233,1.58344393233
35,34.267,34.267,0,0.0,53.0,0.0,0.846829058549,224.680130005,0.976870130456,18.352,0.0,0.0,0.0,1.57216996,1.57216996
36,29.7076,29.7076,0,0.0,53.0,0.0,0.846829058549,226.739746094,0.985824983016,18.352,0.0,0.0,0.0,1.362984688,1.362984688
37,28.9876,28.9876,0,0.0,53.0,0.0,0.846829058549,226.385574341,0.98428510583,18.342000000000002,0.0,0.0,0.0,1.329226398,1.329226398
38,31.5332666667,31.5332666667,0,0.0,54.0,0.0,0.845431348714,225.148040771,0.978904525093,18.342000000000002,0.0,0.0,0.0,1.445957943,1.445957943
39,31.9973333333,31.9973333333,0,0.0,54.0,0.0,0.845431348714,225.059738159,0.978520600692,17.467000000000002,0.0,0.0,0.0,1.39724355333,1.39724355333
40,32.2062666667,32.2062666667,0,0.0,55.0,0.0,0.843956815382,225.283538818,0.979493647036,17.467000000000002,0.0,0.0,0.0,1.40636714967,1.40636714967
41,22.9275333333,22.9275333333,0,0.0,55.0,0.0,0.843956815382,225.16595459,0.97898241126,16.912,0.0,0.0,0.0,0.969376109333,0.969376109333
42,14.6904666667,14.6904666667,0,0.0,55.0,0.0,0.843956815382,227.69631958,0.989983998174,16.912,0.0,0.0,0.0,0.621112930667,0.621112930667
43,11.9733333333,11.9733333333,0,0.0,55.0,0.0,0.843956815382,228.256744385,0.99242062776,16.167,0.0,0.0,0.0,0.4839322,0.4839322
44,10.4829333333,10.4829333333,0,0.0,55.0,0.0,0.843956815382,228.782455444,0.994706328019,16.167,0.0,0.0,0.0,0.423693958,0.423693958
45,4.5274,4.5274,0,0.0,55.0,0.0,0.843956815382,229.514678955,0.9978899085,16.987000000000002,0.0,0.0,0.0,0.1922673595,0.1922673595
