slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,energyCharged,batterySOC,voltageV,voltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,2.589,2.5889999999999995,0,0.0,0.0,0,0.0,11.7620614921,223.09095764160156,0.9699606853982676,18.521250000000002,0.0,0.0,0.0,0.119878790625,0.119878790625
2,0.932066666667,0.9320666666666668,0,0.0,0.0,0,0.0,11.7620614921,225.71554565429688,0.9813719376273777,18.521250000000002,0.0,0.0,0.0,0.043157599375,0.043157599375
3,2.67953333333,2.6795333333333327,0,0.0,0.0,0,0.0,11.7620614921,224.08982849121094,0.9743036021356998,18.54625,0.0,0.0,0.0,0.124238237708,0.124238237708
4,0.5698,0.5697999999999998,0,0.0,0.0,0,0.0,11.7620614921,226.7801513671875,0.9860006581182065,18.54625,0.0,0.0,0.0,0.026419133125,0.026419133125
5,0.790066666667,0.7900666666666667,0,0.0,0.0,0,0.0,11.7620614921,226.62789916992188,0.9853386920431386,19.69125,0.0,0.0,0.0,0.038893500625,0.038893500625
6,2.87586666667,2.875866666666666,0,0.0,1.0,0,0.0,11.7620614921,225.84918212890625,0.9819529657778533,19.69125,0.0,0.0,0.0,0.14157352375,0.14157352375
7,0.6118,0.6117999999999998,0,0.0,1.0,0,0.0,11.7620614921,228.418701171875,0.9931247877038043,17.931250000000002,0.0,0.0,0.0,0.027425846875,0.027425846875
8,0.269,0.269,0,0.0,1.0,0,0.0,11.7620614921,227.315185546875,0.9883268936820652,17.931250000000002,0.0,0.0,0.0,0.012058765625,0.012058765625
9,2.59146666667,2.591466666666667,0,0.0,1.0,0,0.0,11.7620614921,225.71466064453125,0.9813680897588315,19.11625,0.0,0.0,0.0,0.123847811667,0.123847811667
10,1.7068,1.7068,0,0.0,1.0,0,0.0,11.7620614921,226.55352783203125,0.9850153384001359,19.11625,0.0,0.0,0.0,0.08156903875,0.08156903875
11,0.202466666667,0.20246666666666674,0,0.0,1.0,0,0.0,11.7620614921,224.67218017578125,0.9768355659816577,19.181250000000002,0.0,0.0,0.0,0.009708909375,0.009708909375
12,0.196333333333,0.1963333333333334,0,0.0,1.0,0,0.0,11.7620614921,225.16664123535156,0.9789853966754416,19.181250000000002,0.0,0.0,0.0,0.009414796875,0.009414796875
13,0.3314,0.3314000000000001,0,0.0,1.0,0,0.0,11.7620614921,226.55642700195312,0.9850279434867527,21.021250000000002,0.0,0.0,0.0,0.017416105625,0.017416105625
14,0.490266666667,0.49026666666666674,0,0.0,1.0,0,0.0,11.7620614921,226.15325927734375,0.9832750403362772,21.021250000000002,0.0,0.0,0.0,0.0257650454167,0.0257650454167
15,0.380733333333,0.38073333333333337,0,0.0,1.0,0,0.0,11.7620614921,227.6151123046875,0.9896309230638587,36.23125,0.0,0.0,0.0,0.0344861114583,0.0344861114583
16,1.433,1.4329999999999998,0,0.0,1.0,0,0.0,11.7620614921,223.43992614746094,0.9714779397715693,36.23125,0.0,0.0,0.0,0.129798453125,0.129798453125
17,1.13913333333,1.1391333333333336,0,0.0,1.0,0,0.0,11.7620614921,224.27011108398438,0.9750874394955842,38.401250000000005,0.0,0.0,0.0,0.109360359792,0.109360359792
18,0.4432,0.4431999999999999,0,0.0,1.0,0,0.0,11.7620614921,227.00262451171875,0.9869679326596468,38.401250000000005,0.0,0.0,0.0,0.042548585,0.042548585
19,0.5712,0.5712,0,0.0,1.0,0,0.0,11.7620614921,227.52606201171875,0.9892437478770381,35.87125,0.0,0.0,0.0,0.051224145,0.051224145
20,0.6544,0.6544,0,0.0,1.0,0,0.0,11.7620614921,227.23753356933594,0.9879892763884172,35.87125,0.0,0.0,0.0,0.058685365,0.058685365
21,0.615,0.615,0,0.0,1.0,0,0.0,11.7620614921,226.68031311035156,0.985566578740659,34.10625,0.0,0.0,0.0,0.052438359375,0.052438359375
22,0.790666666667,0.7906666666666665,0,0.0,1.0,0,0.0,11.7620614921,227.4124298095703,0.9887496948242187,34.10625,0.0,0.0,0.0,0.0674166875,0.0674166875
23,0.7276,0.7275999999999999,0,0.0,1.0,0,0.0,11.7620614921,227.6405792236328,0.9897416487984035,27.956250000000004,0.0,0.0,0.0,0.05085241875,0.05085241875
24,2.3558,2.3558,0,0.0,1.0,0,0.0,11.7620614921,225.72991943359375,0.9814344323199728,27.956250000000004,0.0,0.0,0.0,0.164648334375,0.164648334375
25,0.835466666667,0.8354666666666668,0,0.0,1.0,0,0.0,11.7620614921,227.75161743164062,0.9902244236158289,22.24125,0.0,0.0,0.0,0.0464545575,0.0464545575
26,2.92853333333,2.9285333333333337,0,0.0,1.0,0,0.0,11.7620614921,221.18484497070312,0.961673239003057,22.24125,0.0,0.0,0.0,0.162835605,0.162835605
27,4.23513333333,4.235133333333333,0,0.0,1.0,0,0.0,11.7620614921,219.6917724609375,0.9551816193953805,20.961250000000003,0.0,0.0,0.0,0.221934221458,0.221934221458
28,0.8476,0.8475999999999998,0,0.0,1.0,0,0.0,11.7620614921,224.7412872314453,0.9771360314410665,20.961250000000003,0.0,0.0,0.0,0.04441688875,0.04441688875
29,0.8554,0.8553999999999997,0,0.0,1.0,0,0.0,11.7620614921,225.16644287109375,0.9789845342221467,21.001250000000002,0.0,0.0,0.0,0.044911173125,0.044911173125
30,0.719666666667,0.7196666666666667,0,0.0,1.0,0,0.0,11.7620614921,227.2923583984375,0.9882276452105978,21.001250000000002,0.0,0.0,0.0,0.0377847489583,0.0377847489583
31,3.343,3.3429999999999995,0,0.0,1.0,0,0.0,11.7620614921,222.93728637695312,0.9692925494650136,20.87625,0.0,0.0,0.0,0.174473259375,0.174473259375
32,1.65366666667,1.6536666666666666,0,0.0,1.0,0,0.0,11.7620614921,226.30136108398438,0.9839189612347147,20.87625,0.0,0.0,0.0,0.086305896875,0.086305896875
33,0.995466666667,0.9954666666666665,0,0.0,1.0,0,0.0,11.7620614921,227.7433319091797,0.990188399605129,18.666249999999998,0.0,0.0,0.0,0.0464540741667,0.0464540741667
34,0.9034,0.9033999999999998,0,0.0,1.0,0,0.0,11.7620614921,227.12672424316406,0.987507496709409,18.666249999999998,0.0,0.0,0.0,0.042157725625,0.042157725625
35,0.768,0.7679999999999997,0,0.0,1.0,0,0.0,11.7620614921,226.28504943847656,0.9838480410368546,18.28125,0.0,0.0,0.0,0.0351,0.0351
36,0.703266666667,0.7032666666666665,0,0.0,1.0,0,0.0,11.7620614921,227.01156616210938,0.9870068094004756,18.28125,0.0,0.0,0.0,0.032141484375,0.032141484375
37,0.553,0.5530000000000002,0,0.0,1.0,0,0.0,11.7620614921,226.7889862060547,0.9860390704611074,17.571250000000003,0.0,0.0,0.0,0.024292253125,0.024292253125
38,0.940666666667,0.9406666666666664,0,0.0,1.0,0,0.0,11.7620614921,226.16049194335938,0.9833064867102581,17.571250000000003,0.0,0.0,0.0,0.0413217229167,0.0413217229167
39,0.811266666667,0.8112666666666667,0,0.0,1.0,0,0.0,11.7620614921,227.56448364257812,0.9894107984459919,17.556250000000002,0.0,0.0,0.0,0.0356070010417,0.0356070010417
40,0.9616,0.9615999999999999,0,0.0,1.0,0,0.0,11.7620614921,228.4827880859375,0.9934034264605979,17.556250000000002,0.0,0.0,0.0,0.042205225,0.042205225
41,0.067,0.06699999999999998,0,0.0,1.0,0,0.0,11.7620614921,228.3325958251953,0.9927504166312839,18.051250000000003,0.0,0.0,0.0,0.003023584375,0.003023584375
42,0.067,0.06699999999999998,0,0.0,1.0,0,0.0,11.7620614921,228.4761505126953,0.9933745674465013,18.051250000000003,0.0,0.0,0.0,0.003023584375,0.003023584375
43,0.123533333333,0.12353333333333334,0,0.0,1.0,0,0.0,11.7620614921,226.76942443847656,0.9859540192977242,17.411250000000003,0.0,0.0,0.0,0.005377174375,0.005377174375
44,0.213266666667,0.21326666666666666,0,0.0,1.0,0,0.0,11.7620614921,227.52146911621094,0.9892237787661345,17.411250000000003,0.0,0.0,0.0,0.009283098125,0.009283098125
45,0.057,0.05700000000000002,0,0.0,1.0,0,0.0,11.7620614921,229.5482940673828,0.998036061162534,15.131250000000001,0.0,0.0,0.0,0.002156203125,0.002156203125
46,0.059,0.059000000000000004,0,0.0,1.0,0,0.0,11.7620614921,229.3780517578125,0.9972958772078805,15.131250000000001,0.0,0.0,0.0,0.002231859375,0.002231859375
47,0.602686567609,0.06699999999999998,0,0.535686567609,1.0,0,0.124547126969,11.8866086191,228.3003387451172,0.9926101684570312,15.08125,0.0201970576194,0.0,0.0201970576194,0.002526109375,0.0227231669944
48,1.65215323428,0.11646666666666669,0,1.53568656761,1.0,0,0.357047126969,12.2436557461,227.6328125,0.9897078804347826,15.08125,0.0579001826194,0.0,0.0579001826194,0.00439115729167,0.062291339911
49,2.68041990094,0.14473333333333338,0,2.53568656761,1.0,0,0.589547126969,12.833202873,225.9326934814453,0.9823160586149796,11.96625,0.0758566484741,0.0,0.0758566484741,0.004329788125,0.0801864365991
50,3.60268656761,0.06699999999999998,0,3.53568656761,1.0,0,0.822047126969,13.65525,220.97598266601562,0.9607651420261549,11.96625,0.105772273474,0.0,0.105772273474,0.002004346875,0.107776620349
51,3.767,0.06699999999999998,0,3.7,1.0,0,0.86025,14.5155,216.21070861816406,0.9400465592094089,9.29625,0.0859903125,0.0,0.0859903125,0.001557121875,0.087547434375
52,3.89633333333,0.1963333333333334,0,3.7,1.0,0,0.86025,15.37575,216.1742706298828,0.9398881331734036,9.29625,0.0859903125,0.0,0.0859903125,0.004562909375,0.090553221875
53,3.9222,0.2222000000000001,0,3.7,1.0,0,0.86025,16.236,216.18467712402344,0.9399333788001019,10.006250000000001,0.0925578125,0.0,0.0925578125,0.005558471875,0.098116284375
54,3.767,0.06699999999999998,0,3.7,1.0,0,0.86025,17.09625,216.2247314453125,0.9401075280230978,10.006250000000001,0.0925578125,0.0,0.0925578125,0.001676046875,0.094233859375
55,3.84473333333,0.14473333333333335,0,3.7,1.0,0,0.86025,17.9565,216.2054901123047,0.9400238700534986,10.11625,0.0935753125,0.0,0.0935753125,0.00366039645833,0.0972357089583
56,3.81646666667,0.11646666666666665,0,3.7,1.0,0,0.86025,18.81675,216.1912078857422,0.9399617734162704,10.11625,0.0935753125,0.0,0.0935753125,0.00294551479167,0.0965208272917
57,3.81873333333,0.11873333333333334,0,3.7,1.0,0,0.86025,19.677,216.1756134033203,0.9398939713187839,9.371250000000003,0.0866840625,0.0,0.0866840625,0.002781699375,0.089465761875
58,3.961,0.26100000000000007,0,3.7,1.0,0,0.86025,20.53725,216.1256866455078,0.9396768984587296,9.371250000000003,0.0866840625,0.0,0.0866840625,0.006114740625,0.092798803125
59,3.8058,0.10579999999999996,0,3.7,1.0,0,0.86025,21.3975,216.14376831054688,0.9397555143936821,9.346250000000001,0.0864528125,0.0,0.0864528125,0.002472083125,0.088924895625
60,3.83766666667,0.1376666666666667,0,3.7,1.0,0,0.86025,22.25775,216.07504272460938,0.9394567074983017,9.346250000000001,0.0864528125,0.0,0.0864528125,0.00321666770833,0.0896694802083
61,3.82353333333,0.12353333333333331,0,3.7,1.0,0,0.86025,23.118,216.1491241455078,0.9397788006326426,9.286249999999999,0.0858978125,0.0,0.0858978125,0.00286790354167,0.0887657160417
62,3.767,0.06699999999999998,0,3.7,1.0,0,0.86025,23.97825,216.148681640625,0.9397768766983695,9.286249999999999,0.0858978125,0.0,0.0858978125,0.001555446875,0.087453259375
63,3.961,0.26100000000000007,0,3.7,1.0,0,0.86025,24.8385,216.17431640625,0.9398883322010869,9.256250000000001,0.0856203125,0.0,0.0856203125,0.006039703125,0.091660015625
64,3.85753333333,0.15753333333333341,0,3.7,1.0,0,0.86025,25.69875,216.1673583984375,0.9398580799932065,9.256250000000001,0.0856203125,0.0,0.0856203125,0.00364541979167,0.0892657322917
65,3.78113333333,0.08113333333333332,0,3.7,1.0,0,0.86025,26.559,216.18719482421875,0.9399443253226902,10.336250000000003,0.0956103125,0.0,0.0956103125,0.00209653604167,0.0977068485417
