slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,energyCharged,batterySOC,voltageV,voltagePU,elPrice,chCost,regRev,netChCost,resCost,totalCost
1,0.642466666667,0.6424666666666664,0,0.0,0.0,0,0.0,0.0,228.6814727783203,0.9942672729492188,17.30633333333333,0.0,0.0,0.0,0.0277968557222,0.0277968557222
2,1.28706666667,1.2870666666666664,0,0.0,0.0,0,0.0,0.0,227.71853637695312,0.9900805929432744,17.30633333333333,0.0,0.0,0.0,0.0556860118889,0.0556860118889
3,0.788666666667,0.7886666666666667,0,0.0,0.0,0,0.0,0.0,229.52227783203125,0.997922947095788,17.091333333333335,0.0,0.0,0.0,0.0336984122222,0.0336984122222
4,0.584666666667,0.5846666666666668,0,0.0,0.0,0,0.0,0.0,229.21435546875,0.9965841542119566,17.091333333333335,0.0,0.0,0.0,0.0249818322222,0.0249818322222
5,0.398,0.39799999999999996,0,0.0,0.0,0,0.0,0.0,229.1865234375,0.9964631453804348,16.771333333333335,0.0,0.0,0.0,0.0166874766667,0.0166874766667
6,0.3928,0.3928,0,0.0,0.0,0,0.0,0.0,228.9714813232422,0.9955281796662704,16.771333333333335,0.0,0.0,0.0,0.0164694493333,0.0164694493333
7,0.4226,0.42260000000000003,0,0.0,0.0,0,0.0,0.0,228.5029754638672,0.9934911976689877,16.341333333333335,0.0,0.0,0.0,0.0172646186667,0.0172646186667
8,0.6836,0.6836,0,0.0,0.0,0,0.0,0.0,228.60049438476562,0.9939151929772418,16.341333333333335,0.0,0.0,0.0,0.0279273386667,0.0279273386667
9,0.598666666667,0.5986666666666669,0,0.0,0.0,0,0.0,0.0,229.194091796875,0.9964960512907609,21.071333333333335,0.0,0.0,0.0,0.0315367622222,0.0315367622222
10,0.652,0.6519999999999998,0,0.0,0.0,0,0.0,0.0,229.5308837890625,0.9979603643002717,21.071333333333335,0.0,0.0,0.0,0.0343462733333,0.0343462733333
11,0.629066666667,0.6290666666666667,0,0.0,0.0,0,0.0,0.0,226.71900939941406,0.9857348234757133,21.786333333333335,0.0,0.0,0.0,0.0342626402222,0.0342626402222
12,0.7796,0.7796,0,0.0,0.0,0,0.0,0.0,226.884033203125,0.9864523182744566,21.786333333333335,0.0,0.0,0.0,0.0424615636667,0.0424615636667
13,1.73633333333,1.7363333333333333,0,0.0,0.0,0,0.0,0.0,226.56039428710938,0.9850451925526494,23.126333333333335,0.0,0.0,0.0,0.100387558611,0.100387558611
14,2.3014,2.3014,0,0.0,0.0,0,0.0,0.0,225.49649047851562,0.9804195238196332,23.126333333333335,0.0,0.0,0.0,0.133057358833,0.133057358833
