slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,voltage,elPrice,chCost,regRev,netCost
1,0.6544666666666668,0.6544666666666668,0,0.0,0,0,0,0,17.680750000000003,0.0,0,0
2,0.5622000000000001,0.5622000000000001,0,0.0,0,0,0,0,17.680750000000003,0.0,0,0
3,0.7574000000000002,0.7574000000000002,0,0.0,0,0,0,0,18.015750000000004,0.0,0,0
4,0.37500000000000006,0.37500000000000006,0,0.0,0,0,0,0,18.015750000000004,0.0,0,0
5,0.5924666666666666,0.5924666666666666,0,0.0,0,0,0,0,17.94575,0.0,0,0
6,0.4402000000000002,0.4402000000000002,0,0.0,0,0,0,0,17.94575,0.0,0,0
7,0.3651333333333334,0.3651333333333334,0,0.0,0,0,0,0,17.750750000000004,0.0,0,0
8,0.4013333333333333,0.4013333333333333,0,0.0,0,0,0,0,17.750750000000004,0.0,0,0
9,0.6522000000000001,0.6522000000000001,0,0.0,0,0,0,0,23.665750000000003,0.0,0,0
10,0.7295333333333333,0.7295333333333333,0,0.0,0,0,0,0,23.665750000000003,0.0,0,0
11,0.7107333333333334,0.7107333333333334,0,0.0,0,0,0,0,23.55575,0.0,0,0
12,0.7089999999999999,0.7089999999999999,0,0.0,0,0,0,0,23.55575,0.0,0,0
13,0.8513999999999999,0.8513999999999999,0,0.0,0,0,0,0,23.61575,0.0,0,0
14,0.917466666666667,0.917466666666667,0,0.0,0,0,0,0,23.61575,0.0,0,0
15,1.0778666666666665,1.0778666666666665,0,0.0,0,0,0,0,29.24575,0.0,0,0
16,0.6405333333333335,0.6405333333333335,0,0.0,0,0,0,0,29.24575,0.0,0,0
17,0.6543333333333334,0.6543333333333334,0,0.0,0,0,0,0,36.91575,0.0,0,0
18,1.5374,1.5374,0,0.0,0,0,0,0,36.91575,0.0,0,0
19,3.000066666666666,3.000066666666666,0,0.0,0,0,0,0,35.43075,0.0,0,0
20,2.862933333333333,2.862933333333333,0,0.0,0,0,0,0,35.43075,0.0,0,0
21,0.7870000000000001,0.7870000000000001,0,0.0,0,0,0,0,32.42575,0.0,0,0
22,0.5996666666666666,0.5996666666666666,0,0.0,0,0,0,0,32.42575,0.0,0,0
23,0.6323333333333334,0.6323333333333334,0,0.0,1,0,0,0,28.960750000000004,0.0,0,0
24,4.4166,0.7166,0,3.7,1,0,0,0,28.960750000000004,16.34142,0,0
25,4.583333333333333,0.8833333333333331,0,3.7,1,0,0,0,19.46075,16.9583333333,0,0
26,4.2012,0.5012,0,3.7,1,0,0,0,19.46075,15.54444,0,0
27,4.5664,0.8664000000000001,0,3.7,1,0,0,0,18.20575,16.89568,0,0
28,5.625620325162103,2.382733333333333,0,3.24288699183,1,0,0,0,18.20575,18.2432509734,0,0
29,3.351133333333333,3.351133333333333,0,0.0,1,0,0,0,19.46075,0.0,0,0
30,3.499800000000001,3.499800000000001,0,0.0,1,0,0,0,19.46075,0.0,0,0
31,3.4010666666666665,3.4010666666666665,0,0.0,1,0,0,0,19.115750000000002,0.0,0,0
32,1.4613333333333336,1.4613333333333336,0,0.0,1,0,0,0,19.115750000000002,0.0,0,0
33,0.06899999999999998,0.06899999999999998,0,0.0,1,0,0,0,18.680750000000003,0.0,0,0
34,0.2189333333333333,0.2189333333333333,0,0.0,1,0,0,0,18.680750000000003,0.0,0,0
35,0.1497333333333333,0.1497333333333333,0,0.0,1,0,0,0,17.55075,0.0,0,0
36,0.06899999999999998,0.06899999999999998,0,0.0,1,0,0,0,17.55075,0.0,0,0
37,0.06899999999999998,0.06899999999999998,0,0.0,1,0,0,0,17.14575,0.0,0,0
38,0.18433333333333332,0.18433333333333332,0,0.0,1,0,0,0,17.14575,0.0,0,0
39,0.18433333333333332,0.18433333333333332,0,0.0,1,0,0,0,16.89075,0.0,0,0
40,0.06899999999999998,0.06899999999999998,0,0.0,1,0,0,0,16.89075,0.0,0,0
41,0.06899999999999998,0.06899999999999998,0,0.0,1,0,0,0,14.935749999999999,0.0,0,0
42,0.06899999999999998,0.06899999999999998,0,0.0,1,0,0,0,14.935749999999999,0.0,0,0
43,0.4246666666666666,0.4246666666666666,0,0.0,1,0,0,0,15.165750000000001,0.0,0,0
44,0.20066666666666672,0.20066666666666672,0,0.0,1,0,0,0,15.165750000000001,0.0,0,0
45,0.06466666666666669,0.06466666666666669,0,0.0,1,0,0,0,16.01075,0.0,0,0
46,0.06400000000000003,0.06400000000000003,0,0.0,1,0,0,0,16.01075,0.0,0,0
47,0.2261333333333334,0.2261333333333334,0,0.0,1,0,0,0,15.770750000000001,0.0,0,0
48,0.09946666666666668,0.09946666666666668,0,0.0,1,0,0,0,15.770750000000001,0.0,0,0
49,0.074,0.074,0,0.0,1,0,0,0,17.66075,0.0,0,0
50,0.222,0.222,0,0.0,1,0,0,0,17.66075,0.0,0,0
51,0.32773333333333343,0.32773333333333343,0,0.0,1,0,0,0,16.180750000000003,0.0,0,0
52,0.36906666666666654,0.36906666666666654,0,0.0,1,0,0,0,16.180750000000003,0.0,0,0
53,0.074,0.074,0,0.0,1,0,0,0,15.020750000000001,0.0,0,0
54,0.074,0.074,0,0.0,1,0,0,0,15.020750000000001,0.0,0,0
55,0.074,0.074,0,0.0,1,0,0,0,14.82075,0.0,0,0
56,0.21646666666666664,0.21646666666666664,0,0.0,1,0,0,0,14.82075,0.0,0,0
57,0.5699333333333333,0.5699333333333333,0,0.0,1,0,0,0,12.89575,0.0,0,0
58,0.13240000000000005,0.13240000000000005,0,0.0,1,0,0,0,12.89575,0.0,0,0
59,0.074,0.074,0,0.0,1,0,0,0,6.285749999999999,0.0,0,0
60,0.074,0.074,0,0.0,1,0,0,0,6.285749999999999,0.0,0,0
61,0.1376666666666667,0.1376666666666667,0,0.0,1,0,0,0,9.580750000000002,0.0,0,0
62,0.2616000000000001,0.2616000000000001,0,0.0,1,0,0,0,9.580750000000002,0.0,0,0
63,0.29300000000000004,0.29300000000000004,0,0.0,1,0,0,0,11.17575,0.0,0,0
64,0.1624,0.1624,0,0.0,1,0,0,0,11.17575,0.0,0,0
65,0.21213333333333334,0.21213333333333334,0,0.0,1,0,0,0,12.85575,0.0,0,0
66,0.1504,0.1504,0,0.0,1,0,0,0,12.85575,0.0,0,0
67,0.17586666666666664,0.17586666666666664,0,0.0,1,0,0,0,14.240750000000002,0.0,0,0
68,0.24486666666666662,0.24486666666666662,0,0.0,1,0,0,0,14.240750000000002,0.0,0,0
69,0.4118,0.4118,0,0.0,1,0,0,0,16.220750000000002,0.0,0,0
70,0.08386666666666667,0.08386666666666667,0,0.0,1,0,0,0,16.220750000000002,0.0,0,0
71,0.074,0.074,0,0.0,1,0,0,0,16.795749999999998,0.0,0,0
72,0.21466666666666664,0.21466666666666664,0,0.0,1,0,0,0,16.795749999999998,0.0,0,0
73,0.36506666666666654,0.36506666666666654,0,0.0,1,0,0,0,17.74575,0.0,0,0
74,2.0728,2.0728,0,0.0,1,0,0,0,17.74575,0.0,0,0
75,2.7553333333333327,2.7553333333333327,0,0.0,1,0,0,0,18.78075,0.0,0,0
76,0.8461999999999998,0.8461999999999998,0,0.0,1,0,0,0,18.78075,0.0,0,0
77,3.344266666666667,3.344266666666667,0,0.0,1,0,0,0,16.850749999999998,0.0,0,0
78,1.2015333333333336,1.2015333333333336,0,0.0,1,0,0,0,16.850749999999998,0.0,0,0
79,2.624866666666667,2.624866666666667,0,0.0,1,0,0,0,16.56575,0.0,0,0
80,1.667866666666667,1.667866666666667,0,0.0,1,0,0,0,16.56575,0.0,0,0
81,0.074,0.074,0,0.0,1,0,0,0,16.180750000000003,0.0,0,0
82,0.1504,0.1504,0,0.0,0,0,0,0,16.180750000000003,0.0,0,0
83,0.3238666666666667,0.3238666666666667,0,0.0,0,0,0,0,16.88575,0.0,0,0
84,0.15253333333333338,0.15253333333333338,0,0.0,0,0,0,0,16.88575,0.0,0,0
85,0.29300000000000004,0.29300000000000004,0,0.0,0,0,0,0,16.850749999999998,0.0,0,0
86,0.147,0.147,0,0.0,0,0,0,0,16.850749999999998,0.0,0,0
87,0.16313333333333338,0.16313333333333338,0,0.0,0,0,0,0,16.98075,0.0,0,0
88,0.3111333333333334,0.3111333333333334,0,0.0,0,0,0,0,16.98075,0.0,0,0
89,0.2547333333333334,0.2547333333333334,0,0.0,0,0,0,0,18.335750000000004,0.0,0,0
90,0.26380000000000003,0.26380000000000003,0,0.0,0,0,0,0,18.335750000000004,0.0,0,0
91,0.074,0.074,0,0.0,0,0,0,0,18.31075,0.0,0,0
92,0.36206666666666665,0.36206666666666665,0,0.0,0,0,0,0,18.31075,0.0,0,0
93,0.16153333333333328,0.16153333333333328,0,0.0,0,0,0,0,18.55075,0.0,0,0
94,0.29300000000000004,0.29300000000000004,0,0.0,0,0,0,0,18.55075,0.0,0,0
95,0.17619999999999988,0.17619999999999988,0,0.0,0,0,0,0,18.43575,0.0,0,0
96,0.074,0.074,0,0.0,0,0,0,0,18.43575,0.0,0,0
