slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,voltage,elPrice,chCost,regRev,netCost
1,0.07299999999999998,0.07299999999999998,0,0.0,0,0,0,0,17.680750000000003,0.0,0,0
2,1.1002666666666665,1.1002666666666665,0,0.0,0,0,0,0,17.680750000000003,0.0,0,0
3,2.0090666666666666,2.0090666666666666,0,0.0,0,0,0,0,18.015750000000004,0.0,0,0
4,0.22820000000000001,0.22820000000000001,0,0.0,0,0,0,0,18.015750000000004,0.0,0,0
5,0.095,0.095,0,0.0,0,0,0,0,17.94575,0.0,0,0
6,0.20299999999999999,0.20299999999999999,0,0.0,0,0,0,0,17.94575,0.0,0,0
7,0.14033333333333334,0.14033333333333334,0,0.0,0,0,0,0,17.750750000000004,0.0,0,0
8,0.39259999999999995,0.39259999999999995,0,0.0,0,0,0,0,17.750750000000004,0.0,0,0
9,0.3658000000000001,0.3658000000000001,0,0.0,0,0,0,0,23.665750000000003,0.0,0,0
10,0.21100000000000005,0.21100000000000005,0,0.0,1,0,0,0,23.665750000000003,0.0,0,0
11,0.07299999999999998,0.07299999999999998,0,0.0,1,0,0,0,23.55575,0.0,0,0
12,0.07299999999999998,0.07299999999999998,0,0.0,1,0,0,0,23.55575,0.0,0,0
13,0.07299999999999998,0.07299999999999998,0,0.0,1,0,0,0,23.61575,0.0,0,0
14,0.1854,0.1854,0,0.0,1,0,0,0,23.61575,0.0,0,0
15,0.31119999999999987,0.31119999999999987,0,0.0,1,0,0,0,29.24575,0.0,0,0
16,0.13799999999999998,0.13799999999999998,0,0.0,1,0,0,0,29.24575,0.0,0,0
17,0.07299999999999998,0.07299999999999998,0,0.0,1,0,0,0,36.91575,0.0,0,0
18,0.07299999999999998,0.07299999999999998,0,0.0,1,0,0,0,36.91575,0.0,0,0
19,0.15940000000000004,0.15940000000000004,0,0.0,1,0,0,0,35.43075,0.0,0,0
20,0.29819999999999985,0.29819999999999985,0,0.0,1,0,0,0,35.43075,0.0,0,0
21,0.1963333333333334,0.1963333333333334,0,0.0,1,0,0,0,32.42575,0.0,0,0
22,0.21579999999999994,0.21579999999999994,0,0.0,1,0,0,0,32.42575,0.0,0,0
23,3.885666666666667,0.18566666666666665,0,3.7,1,0,0,0,28.960750000000004,14.3769666667,0,0
24,3.9468666666666667,0.24686666666666665,0,3.7,1,0,0,0,28.960750000000004,14.6034066667,0,0
25,4.121,0.421,0,3.7,1,0,0,0,19.46075,15.2477,0,0
26,4.2704,0.5703999999999999,0,3.7,1,0,0,0,19.46075,15.80048,0,0
27,3.5135728129690857,0.42066666666666663,0,3.0929061463,1,0,0,0,18.20575,10.8671509487,0,0
