slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,voltage,elPrice,chCost,regRev,netCost
32,0.9376,0.9376,0,0.0,1,0,0,0,19.115750000000002,0.0,0,0
33,2.6075999999999993,2.6075999999999993,0,0.0,1,0,0,0,18.680750000000003,0.0,0,0
34,1.2679333333333331,1.2679333333333331,0,0.0,1,0,0,0,18.680750000000003,0.0,0,0
35,1.0592666666666666,1.0592666666666666,0,0.0,1,0,0,0,17.55075,0.0,0,0
36,1.0183333333333333,1.0183333333333333,0,0.0,1,0,0,0,17.55075,0.0,0,0
37,1.1019333333333337,1.1019333333333337,0,0.0,1,0,0,0,17.14575,0.0,0,0
38,0.8999333333333333,0.8999333333333333,0,0.0,1,0,0,0,17.14575,0.0,0,0
39,0.7308666666666667,0.7308666666666667,0,0.0,1,0,0,0,16.89075,0.0,0,0
40,0.7120666666666666,0.7120666666666666,0,0.0,1,0,0,0,16.89075,0.0,0,0
41,0.7205333333333332,0.7205333333333332,0,0.0,1,0,0,0,14.935749999999999,0.0,0,0
42,0.652,0.652,0,0.0,1,0,0,0,14.935749999999999,0.0,0,0
43,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,15.165750000000001,0.0,0,0
44,0.21,0.21,0,0.0,1,0,0,0,15.165750000000001,0.0,0,0
45,0.058000000000000024,0.058000000000000024,0,0.0,1,0,0,0,16.01075,0.0,0,0
46,0.06733333333333337,0.06733333333333337,0,0.0,1,0,0,0,16.01075,0.0,0,0
47,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,15.770750000000001,0.0,0,0
48,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,15.770750000000001,0.0,0,0
49,0.164,0.164,0,0.0,1,0,0,0,17.66075,0.0,0,0
50,0.132,0.132,0,0.0,1,0,0,0,17.66075,0.0,0,0
51,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,16.180750000000003,0.0,0,0
52,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,16.180750000000003,0.0,0,0
53,0.156,0.156,0,0.0,1,0,0,0,15.020750000000001,0.0,0,0
54,0.14,0.14,0,0.0,1,0,0,0,15.020750000000001,0.0,0,0
55,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,14.82075,0.0,0,0
56,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,14.82075,0.0,0,0
57,0.11599999999999998,0.11599999999999998,0,0.0,1,0,0,0,12.89575,0.0,0,0
58,0.18000000000000002,0.18000000000000002,0,0.0,1,0,0,0,12.89575,0.0,0,0
59,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,6.285749999999999,0.0,0,0
60,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,6.285749999999999,0.0,0,0
61,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,9.580750000000002,0.0,0,0
62,0.13999999999999999,0.13999999999999999,0,0.0,1,0,0,0,9.580750000000002,0.0,0,0
63,0.156,0.156,0,0.0,1,0,0,0,11.17575,0.0,0,0
64,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,11.17575,0.0,0,0
65,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,12.85575,0.0,0,0
66,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,12.85575,0.0,0,0
67,0.148,0.148,0,0.0,1,0,0,0,14.240750000000002,0.0,0,0
68,0.148,0.148,0,0.0,1,0,0,0,14.240750000000002,0.0,0,0
69,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,16.220750000000002,0.0,0,0
70,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,16.220750000000002,0.0,0,0
71,0.35159999999999997,0.35159999999999997,0,0.0,1,0,0,0,16.795749999999998,0.0,0,0
72,0.3887999999999999,0.3887999999999999,0,0.0,1,0,0,0,16.795749999999998,0.0,0,0
73,0.28000000000000014,0.28000000000000014,0,0.0,1,0,0,0,17.74575,0.0,0,0
74,0.27799999999999997,0.27799999999999997,0,0.0,1,0,0,0,17.74575,0.0,0,0
75,0.5988666666666667,0.5988666666666667,0,0.0,1,0,0,0,18.78075,0.0,0,0
76,0.5875333333333334,0.5875333333333334,0,0.0,1,0,0,0,18.78075,0.0,0,0
77,0.26326666666666665,0.26326666666666665,0,0.0,1,0,0,0,16.850749999999998,0.0,0,0
78,0.6187333333333332,0.6187333333333332,0,0.0,1,0,0,0,16.850749999999998,0.0,0,0
79,2.389133333333334,2.389133333333334,0,0.0,1,0,0,0,16.56575,0.0,0,0
80,1.6416666666666666,1.6416666666666666,0,0.0,1,0,0,0,16.56575,0.0,0,0
81,0.8233999999999999,0.8233999999999999,0,0.0,1,0,0,0,16.180750000000003,0.0,0,0
82,2.2959999999999994,2.2959999999999994,0,0.0,1,0,0,0,16.180750000000003,0.0,0,0
83,0.5413999999999999,0.5413999999999999,0,0.0,1,0,0,0,16.88575,0.0,0,0
84,0.2597333333333333,0.2597333333333333,0,0.0,1,0,0,0,16.88575,0.0,0,0
85,0.17399999999999996,0.17399999999999996,0,0.0,1,0,0,0,16.850749999999998,0.0,0,0
86,0.17399999999999996,0.17399999999999996,0,0.0,1,0,0,0,16.850749999999998,0.0,0,0
87,0.28859999999999997,0.28859999999999997,0,0.0,1,0,0,0,16.98075,0.0,0,0
88,0.27559999999999996,0.27559999999999996,0,0.0,1,0,0,0,16.98075,0.0,0,0
89,0.35020000000000007,0.35020000000000007,0,0.0,1,0,0,0,18.335750000000004,0.0,0,0
90,0.5444,0.5444,0,0.0,1,0,0,0,18.335750000000004,0.0,0,0
91,0.1585333333333333,0.1585333333333333,0,0.0,1,0,0,0,18.31075,0.0,0,0
92,0.20199999999999999,0.20199999999999999,0,0.0,1,0,0,0,18.31075,0.0,0,0
93,1.4648,1.4648,0,0.0,1,0,0,0,18.55075,0.0,0,0
94,2.281866666666667,2.281866666666667,0,0.0,1,0,0,0,18.55075,0.0,0,0
95,0.6990666666666666,0.6990666666666666,0,0.0,1,0,0,0,18.43575,0.0,0,0
96,0.06800000000000003,0.06800000000000003,0,0.0,1,0,0,0,18.43575,0.0,0,0
