id,inhabitants,withEV,chCostTotal,regRevTotal,netChCostTotal,resCostTotal,totalCostTotal,netDemandTotal,evDemandTotal,resDemandTotal,pvGenTotal,minVoltageV,minVoltagePU
1,4,1,1.14590643746831,0,1.14590643746831,3.255677732958335,4.401584170426641,20.154777454420163,3.362494121086821,16.79228333333333,0,226.9840545654297,0.9868871937627378
2,3,1,1.9619774830562176,0,1.9619774830562176,2.5679528157916676,4.5299302988478845,18.972686663896994,5.631803330563667,13.340883333333323,0,225.8531494140625,0.98197021484375
3,1,1,0.23132195853405213,0,0.23132195853405213,0.9330324384999996,1.164354397034052,5.844166203017902,0.9776995363512183,4.866466666666673,0,227.1586151123047,0.9876461526621942
4,2,1,3.0891183585064494,0,3.0891183585064494,0.6926097535,3.781728112006452,14.283396830727996,10.28926349739466,3.9941333333333344,0,224.56825256347656,0.9763837067977242
5,1,1,1.8657994596554746,0,1.8657994596554746,1.284616782916667,3.1504162425721414,13.556031655608988,6.439864988942321,7.116166666666662,0,224.6449432373047,0.9767171445100203
6,2,1,0.9533832929228385,0,0.9533832929228385,1.0143771951250002,1.967760488047839,8.750490635336613,4.039807302003275,4.710683333333335,0,225.96377563476562,0.9824511984120244
7,2,1,2.0554242732488257,0,2.0554242732488257,2.222393588541666,4.277817861790496,20.131552372967693,7.620302372967704,12.511250000000002,0,223.25149536132812,0.9706586754840353
8,3,1,1.036569440182613,0,1.036569440182613,3.339020218458334,4.375589658640946,20.138576536575606,4.473226536575605,15.665349999999998,0,222.3809051513672,0.9668735006581182
9,1,1,0.9439119746287166,0,0.9439119746287166,0.701893889125,1.6458058637537174,8.483271747957193,4.510721747957192,3.9725500000000005,0,223.99571228027344,0.9738944012185802
10,2,1,0.4632766812237914,0,0.4632766812237914,1.4143646585416672,1.8776413397654586,10.465159724678632,2.605909724678636,7.85925,0,223.29412841796875,0.9708440365998642
11,3,1,0.7383065222945204,0,0.7383065222945204,2.542504971041667,3.280811493336186,16.373602192350486,3.805685525683827,12.567916666666664,0,223.28184509277344,0.9707906308381454
12,3,1,0.6681736710165838,0,0.6681736710165838,2.0451578047499996,2.7133314757665823,13.281223844566954,2.827923844566969,10.453299999999981,0,222.5311737060547,0.9675268422002378
13,3,1,0.9140171831890256,0,0.9140171831890256,2.202615921833333,3.1166331050223604,16.394459236062538,5.1133259027292,11.281133333333335,0,222.33294677734375,0.9666649859884511
14,1,1,0.45983108459487537,0,0.45983108459487537,1.2064375089166672,1.6662685935115416,8.616884028391125,2.5695840283911315,6.047299999999992,0,223.3774871826172,0.971206466011379
15,1,1,1.9714380540662477,0,1.9714380540662477,2.181043359166667,4.152481413232913,16.43288448986847,5.918551156535128,10.514333333333342,0,222.22801208496094,0.9662087481954823
16,2,1,0.2117919404911228,0,0.2117919404911228,0.833834129416667,1.04562606990779,5.424880232994952,0.7241802329949575,4.7006999999999985,0,222.239501953125,0.9662587041440217
17,1,1,1.8862968052059848,0,1.8862968052059848,1.0698932238333332,2.956190029039317,15.84390124786602,10.215501247866,5.628400000000004,0,222.23912048339844,0.9662570455799933
18,4,1,1.3323722590946105,0,1.3323722590946105,3.737276907583334,5.069649166677945,22.652854066893777,4.172620733560459,18.48023333333333,0,219.46485900878906,0.9541950391686481
19,1,1,1.2440492905552665,0,1.2440492905552665,2.0237081728750006,3.267757463430267,15.389246309699047,5.948862976365713,9.440383333333337,0,220.55416870117188,0.9589311682659647
20,2,1,0.8490837566518242,0,0.8490837566518242,1.7438640951666666,2.5929478518184896,11.888954861276156,3.5981548612761585,8.290799999999999,0,221.1828155517578,0.9616644154424253
21,1,1,1.6540138621022378,0,1.6540138621022378,1.0171345331666668,2.6711483952689017,11.976480882756993,6.7246142160903295,5.251866666666669,0,222.12979125976562,0.9657817011294157
22,5,1,1.1727630421145743,0,1.1727630421145743,3.2009601652083317,4.3737232073229055,20.23989002003711,5.221306686703784,15.018583333333337,0,221.01486206054688,0.960934182871943
23,3,1,0.8234268918721707,0,0.8234268918721707,3.790831237208335,4.614258129080503,21.05019765235577,3.171680985689102,17.878516666666677,0,220.6185760498047,0.9592112002165422
24,1,1,1.6251694733072508,0,1.6251694733072508,0.9740832361666667,2.5992527094739173,10.623605570908541,5.456338904241875,5.167266666666667,0,219.5647430419922,0.954629317573879
25,2,1,0.3484872878217615,0,0.3484872878217615,1.76211677675,2.110604064571762,9.827604145464198,1.8503708121308868,7.977233333333342,0,219.2879180908203,0.9534257308296535
26,2,1,1.0123175283354113,0,1.0123175283354113,1.054885868124999,2.0672033964604117,8.184237990937433,3.0674879909374284,5.116750000000005,0,219.60682678222656,0.9548122903575068
27,3,1,0.9287106580442851,0,0.9287106580442851,4.452926678166666,5.381637336210949,24.663316371902386,3.8807830385690516,20.78253333333333,0,218.9619903564453,0.9520086537236753
28,5,1,1.7490294770121961,0,1.7490294770121961,1.614797815291667,3.363827292303864,14.42494949134639,6.092799491346407,8.332149999999995,0,218.89466857910156,0.9517159503439199
