slot,netLoad,resLoad,pvGen,evSchedule,evAvailability,regAvailability,batterySOC,voltage,elPrice,chCost,regRev,netCost
1,0.12360000000000002,0.12360000000000002,0,0.0,0,0,0,0,17.680750000000003,0.0,0,0
2,0.254,0.254,0,0.0,0,0,0,0,17.680750000000003,0.0,0,0
3,0.10520000000000004,0.10520000000000004,0,0.0,0,0,0,0,18.015750000000004,0.0,0,0
4,0.06800000000000003,0.06800000000000003,0,0.0,0,0,0,0,18.015750000000004,0.0,0,0
5,0.10999999999999997,0.10999999999999997,0,0.0,0,0,0,0,17.94575,0.0,0,0
6,0.13399999999999998,0.13399999999999998,0,0.0,0,0,0,0,17.94575,0.0,0,0
7,0.06800000000000003,0.06800000000000003,0,0.0,0,0,0,0,17.750750000000004,0.0,0,0
8,0.06800000000000003,0.06800000000000003,0,0.0,0,0,0,0,17.750750000000004,0.0,0,0
9,0.2416,0.2416,0,0.0,0,0,0,0,23.665750000000003,0.0,0,0
10,0.1852,0.1852,0,0.0,1,0,0,0,23.665750000000003,0.0,0,0
11,3.858,0.15799999999999997,0,3.7,1,0,0,0,23.55575,14.2746,0,0
12,3.7680000000000002,0.06800000000000003,0,3.7,1,0,0,0,23.55575,13.9416,0,0
13,3.8672,0.1672,0,3.7,1,0,0,0,23.61575,14.30864,0,0
14,3.9416,0.2416,0,3.7,1,0,0,0,23.61575,14.58392,0,0
15,3.7680000000000002,0.06800000000000003,0,3.7,1,0,0,0,29.24575,13.9416,0,0
16,3.7680000000000002,0.06800000000000003,0,3.7,1,0,0,0,29.24575,13.9416,0,0
17,3.7928,0.09280000000000002,0,3.7,1,0,0,0,36.91575,14.03336,0,0
18,3.954,0.254,0,3.7,1,0,0,0,36.91575,14.6298,0,0
19,3.83,0.13000000000000003,0,3.7,1,0,0,0,35.43075,14.171,0,0
20,3.7680000000000002,0.06800000000000003,0,3.7,1,0,0,0,35.43075,13.9416,0,0
21,3.81,0.10999999999999997,0,3.7,1,0,0,0,32.42575,14.097,0,0
