id,inhabitants,withEV,chCostTotal,regRevTotal,netChCostTotal,resCostTotal,totalCostTotal,netDemandTotal,evDemandTotal,resDemandTotal,pvGenTotal,minVoltage
1,4,1,1.14590643746831,0,1.14590643746831,3.255677732958335,4.401584170426641,20.154777454420163,3.362494121086821,16.79228333333333,0,0
2,3,1,1.9619774830562176,0,1.9619774830562176,2.5679528157916676,4.5299302988478845,18.972686663896994,5.631803330563667,13.340883333333323,0,0
3,1,1,0.23132195853405213,0,0.23132195853405213,0.9330324384999996,1.164354397034052,5.844166203017902,0.9776995363512183,4.866466666666673,0,0
4,2,1,3.0891183585064494,0,3.0891183585064494,0.6926097535,3.781728112006452,14.283396830727996,10.28926349739466,3.9941333333333344,0,0
5,1,1,1.8657994596554746,0,1.8657994596554746,1.284616782916667,3.1504162425721414,13.556031655608988,6.439864988942321,7.116166666666662,0,0
6,2,1,0.9533832929228385,0,0.9533832929228385,1.0143771951250002,1.967760488047839,8.750490635336613,4.039807302003275,4.710683333333335,0,0
7,2,1,2.0554242732488257,0,2.0554242732488257,2.222393588541666,4.277817861790496,20.131552372967693,7.620302372967704,12.511250000000002,0,0
8,3,1,1.036569440182613,0,1.036569440182613,3.339020218458334,4.375589658640946,20.138576536575606,4.473226536575605,15.665349999999998,0,0
9,1,1,0.9439119746287166,0,0.9439119746287166,0.701893889125,1.6458058637537174,8.483271747957193,4.510721747957192,3.9725500000000005,0,0
10,2,1,0.4632766812237914,0,0.4632766812237914,1.4143646585416672,1.8776413397654586,10.465159724678632,2.605909724678636,7.85925,0,0
11,3,1,0.7383065222945204,0,0.7383065222945204,2.542504971041667,3.280811493336186,16.373602192350486,3.805685525683827,12.567916666666664,0,0
12,3,1,0.6681736710165838,0,0.6681736710165838,2.0451578047499996,2.7133314757665823,13.281223844566954,2.827923844566969,10.453299999999981,0,0
13,3,1,0.9140171831890256,0,0.9140171831890256,2.202615921833333,3.1166331050223604,16.394459236062538,5.1133259027292,11.281133333333335,0,0
14,1,1,0.45983108459487537,0,0.45983108459487537,1.2064375089166672,1.6662685935115416,8.616884028391125,2.5695840283911315,6.047299999999992,0,0
15,1,1,1.9714380540662477,0,1.9714380540662477,2.181043359166667,4.152481413232913,16.43288448986847,5.918551156535128,10.514333333333342,0,0
16,2,1,0.2117919404911228,0,0.2117919404911228,0.833834129416667,1.04562606990779,5.424880232994952,0.7241802329949575,4.7006999999999985,0,0
17,1,1,1.8862968052059848,0,1.8862968052059848,1.0698932238333332,2.956190029039317,15.84390124786602,10.215501247866,5.628400000000004,0,0
18,4,1,1.3323722590946105,0,1.3323722590946105,3.737276907583334,5.069649166677945,22.652854066893777,4.172620733560459,18.48023333333333,0,0
19,1,1,1.2440492905552665,0,1.2440492905552665,2.0237081728750006,3.267757463430267,15.389246309699047,5.948862976365713,9.440383333333337,0,0
20,2,1,0.8490837566518242,0,0.8490837566518242,1.7438640951666666,2.5929478518184896,11.888954861276156,3.5981548612761585,8.290799999999999,0,0
21,1,1,1.6540138621022378,0,1.6540138621022378,1.0171345331666668,2.6711483952689017,11.976480882756993,6.7246142160903295,5.251866666666669,0,0
22,5,1,1.1727630421145743,0,1.1727630421145743,3.2009601652083317,4.3737232073229055,20.23989002003711,5.221306686703784,15.018583333333337,0,0
23,3,1,0.8234268918721707,0,0.8234268918721707,3.790831237208335,4.614258129080503,21.05019765235577,3.171680985689102,17.878516666666677,0,0
24,1,1,1.6251694733072508,0,1.6251694733072508,0.9740832361666667,2.5992527094739173,10.623605570908541,5.456338904241875,5.167266666666667,0,0
25,2,1,0.3484872878217615,0,0.3484872878217615,1.76211677675,2.110604064571762,9.827604145464198,1.8503708121308868,7.977233333333342,0,0
26,2,1,1.0123175283354113,0,1.0123175283354113,1.054885868124999,2.0672033964604117,8.184237990937433,3.0674879909374284,5.116750000000005,0,0
27,3,1,0.9287106580442851,0,0.9287106580442851,4.452926678166666,5.381637336210949,24.663316371902386,3.8807830385690516,20.78253333333333,0,0
28,5,1,1.7490294770121961,0,1.7490294770121961,1.614797815291667,3.363827292303864,14.42494949134639,6.092799491346407,8.332149999999995,0,0
29,2,1,0.7169144816162326,0,0.7169144816162326,2.835017775375,3.551932256991232,16.207110141854947,3.717393475188269,12.489716666666675,0,0
30,1,1,0.17677375702305212,0,0.17677375702305212,0.7538284533749999,0.9306022103980524,4.974537826476695,0.9247544931433613,4.049783333333336,0,0
31,1,1,1.305015726045405,0,1.305015726045405,2.598366928458334,3.9033826545037384,17.876440495203983,5.922090495203961,11.95435000000001,0,0
32,1,1,1.0858245134492208,0,1.0858245134492208,2.737956782333332,3.8237812957825525,17.846639998988678,4.743773332322045,13.102866666666662,0,0
33,3,1,1.5368234866935764,0,1.5368234866935764,2.5022760007083336,4.039099487401911,17.256246733027453,4.671930066360769,12.584316666666675,0,0
34,2,1,1.2280714282106413,0,1.2280714282106413,2.3267110397083335,3.5547824679189737,17.49456024027751,6.5007102402775105,10.99385,0,0
35,3,1,0.7219473814677352,0,0.7219473814677352,3.460541579541668,4.182488961009404,21.07409574324136,4.043045743241353,17.031049999999997,0,0
36,1,1,0.5917858931911527,0,0.5917858931911527,1.431693975333334,2.023479868524487,9.09406110880838,2.7317944421417137,6.362266666666674,0,0
37,2,1,0.6286204591295763,0,0.6286204591295763,0.5004932126250001,1.1291136717545764,6.255850708500837,3.3495007085008357,2.9063500000000015,0,0
38,4,1,1.2631423580559997,0,1.2631423580559997,3.952543459124999,5.215685817180999,21.49358680575771,3.64903680575771,17.84455,0,0
39,1,1,0.6173933832044501,0,0.6173933832044501,2.8490620911250004,3.4664554743294502,16.347179178427336,2.619029178427321,13.728150000000014,0,0
40,1,1,0.9739692991473167,0,0.9739692991473167,2.033266091041667,3.007235390188982,15.18753821548376,5.116954882150431,10.070583333333339,0,0
41,1,1,1.7913968712985504,0,1.7913968712985504,0.5977533025416659,2.38915017384022,8.675033536330877,5.609916869664205,3.0651166666666634,0,0
42,2,1,0.8091772446032818,0,0.8091772446032818,1.12200642275,1.9311836673532816,8.800323830026413,3.1229571633597417,5.677366666666678,0,0
43,4,1,1.4367763809741125,0,1.4367763809741125,4.195204421374999,5.631980802349114,26.756867625848955,7.540684292515624,19.216183333333326,0,0
44,1,1,2.5018192492743063,0,2.5018192492743063,1.87584280325,4.377662052524307,19.226450188324225,10.080350188324223,9.146100000000008,0,0
45,2,1,0.9109332175991198,0,0.9109332175991198,2.968470096083334,3.879403313682453,20.10061034938113,4.329577016047787,15.771033333333342,0,0
46,2,1,2.3009775249727884,0,2.3009775249727884,1.4408894657500007,3.741866990722785,13.1173906202821,6.8499572869487615,6.267433333333336,0,0
47,2,1,0.30286959891654897,0,0.30286959891654897,0.9529485012500001,1.255818100166549,6.760759756303444,1.663593089636785,5.097166666666667,0,0
48,3,1,0.18863939392188123,0,0.18863939392188123,2.5849334668333332,2.773572860755215,12.92305297148149,1.0669196381481623,11.856133333333334,0,0
49,2,1,0.3136589773339459,0,0.3136589773339459,1.620294417,1.933953394333946,10.581284833977602,1.7670181673109349,8.814266666666665,0,0
50,2,1,1.9617442726089225,0,1.9617442726089225,0.9366429585000001,2.8983872311089227,12.400329361069259,7.034529361069251,5.365800000000001,0,0
51,2,1,1.0549383166172186,0,1.0549383166172186,1.3870910009583333,2.4420293175755536,9.191989123470739,3.421305790137405,5.770683333333334,0,0
